-0.321479056,1.434611642,-0.498334203,-0.89177382,-0.6506346,-0.971515395,-0.848979756,-0.613212612,-0.590524598,-0.08529954,0.289579619,-0.30657606,-0.017196806,-0.846838652,-0.466283224,-0.53529253,-0.767806099,0.76011207
-0.321479056,2.119777299,-0.571762424,-0.09263241,-0.6506346,-1.077496943,1.206580034,-0.687397382,-0.670833455,-0.740556932,-0.609041416,-0.169458274,-0.201651929,-0.841953839,-0.051588978,-0.53529253,2.626239774,0.533613687
-0.321479056,2.500383365,-0.569537776,-0.959626989,-0.6506346,-1.059806909,-0.45630218,-0.46479031,-0.670833455,-0.73316,-0.580264794,-0.30657606,-0.187452187,-0.729919232,-0.051588978,-0.53529253,-0.46148654,1.004817777
-0.321479056,-0.315952044,1.203121227,2.915477139,-0.6506346,-1.077496943,4.154818432,-0.910057216,0.223657693,-0.588061472,-0.373147219,-0.580811632,-0.669866021,-0.924765776,-0.466283224,-0.53529253,3.08561428,-2.136311214
-0.321479056,-0.671333849,-0.499446527,0.13354482,-0.6506346,-0.759472971,1.579055549,-0.984241986,-0.237696194,-0.81911472,-0.436875704,-0.580811632,-0.669866021,-0.924765776,-0.466283224,-0.53529253,1.09516614,0.401062186
-0.321479056,4.301769265,-0.460507768,-1.012403942,-0.6506346,-1.024506169,-0.862868674,-0.019523404,-0.658775068,-0.511354895,-0.516536309,-0.30657606,0.195610626,-0.666589077,-0.051588978,-0.53529253,-0.793280313,0.913781157
-0.321479056,-0.569689421,-0.718248092,-1.042556373,-0.6506346,-1.033311522,-0.864131303,-0.613212612,-0.634658294,-0.033544752,-0.232969254,-0.580811632,-0.542162691,-0.900399182,-0.466283224,-0.53529253,-0.793280313,0.998993616
-0.321479056,-0.569689421,-0.71082889,-1.276268309,-0.6506346,-0.927329974,-0.885595993,-1.058479518,0.319883621,-1.040919826,-0.746008256,-0.580811632,-0.669866021,-0.924765776,-0.466283224,-0.53529253,-0.793280313,1.226219564
-0.321479056,-0.671333849,-0.211295262,-1.012403942,-0.6506346,-1.059806909,-0.885595993,-1.355324122,-0.674692139,-1.038150921,-0.752430506,-0.580811632,-0.669866021,-0.885802214,-0.466283224,-0.53529253,-0.793280313,0.926528103
-0.321479056,-0.595100528,-0.743835254,-1.298886032,-0.6506346,-1.077496943,-0.885595993,-1.355324122,-0.458123508,-1.040919826,-0.755518127,-0.580811632,-0.669866021,-0.924765776,-0.466283224,-0.53529253,-0.793280313,1.261542864
