C1,C2,C3
0.2101896,0.551733561,0.23807684
0.211269504,0.547428003,0.241302494
0.195508011,0.621130544,0.183361445
0.227800431,0.495768435,0.276431135
0.230097754,0.548098848,0.221803397
0.220213475,0.531234805,0.24855172
0.242703121,0.48834256,0.268954318
0.219155874,0.611847243,0.168996883
0.132072594,0.746426357,0.121501049
0.145192648,0.73132316,0.123484192
0.209596121,0.685692836,0.104711043
0.149748592,0.715831685,0.134419723
0.136464393,0.665857537,0.197678071
0.142359596,0.734524909,0.123115495
0.167456131,0.72284364,0.109700228
0.144338902,0.665118871,0.190542226
0.161295382,0.706662912,0.132041705
0.162095036,0.740068381,0.097836582
0.15573141,0.676725128,0.167543462
0.123379275,0.77648223,0.100138496
0.144165936,0.722830169,0.133003895
0.134356296,0.76910512,0.096538584
0.130670722,0.738669648,0.13065963
0.136595305,0.737499999,0.125904695
0.191664392,0.701736056,0.106599552
0.155099048,0.691627707,0.153273245
0.170037879,0.734458074,0.095504047
0.16073463,0.680897042,0.158368327
0.172965582,0.66492108,0.162113338
0.164530733,0.740767484,0.094701783
0.129538698,0.771602901,0.098858401
0.134929497,0.780421583,0.084648921
0.226603891,0.544983395,0.228412714
0.174676241,0.676406905,0.148916854
0.188715944,0.615042142,0.196241914
0.213389482,0.567566838,0.21904368
0.19452905,0.198158472,0.607312478
0.19268368,0.219488963,0.587827357
0.221525045,0.242937588,0.535537366
0.256084187,0.203949272,0.539966541
0.218055031,0.196299086,0.585645883
0.17555842,0.19251932,0.63192226
0.188196508,0.181440986,0.630362507
0.185330074,0.182805985,0.631863941
0.184843954,0.177879048,0.637276997
0.195554785,0.195583063,0.608862152
0.14483989,0.127909774,0.727250335
0.152831568,0.135768615,0.711399817
0.15677963,0.147350759,0.69586961
0.166033107,0.163936011,0.670030882
0.277262136,0.230684625,0.492053239
0.377925907,0.219692395,0.402381698
0.18638806,0.205775427,0.607836513
0.203846527,0.240533679,0.555619794
0.190474587,0.187750777,0.621774636
0.194383666,0.181877664,0.62373867
0.171075067,0.16568327,0.663241663
0.167486772,0.191827765,0.640685463
0.182157724,0.161531032,0.656311244
0.213589677,0.187734875,0.598675448
0.236477196,0.235558555,0.527964249
0.201830714,0.192502321,0.605666965
0.207336317,0.209189031,0.583474652
0.159662892,0.166485158,0.67385195
0.196817134,0.218180999,0.585001867
0.181604327,0.212562104,0.605833569
0.229485435,0.272761845,0.49775272
0.192517174,0.216601366,0.59088146
0.22957531,0.205485976,0.564938714
0.270615654,0.201487316,0.527897031
0.148103509,0.167889659,0.684006832
0.235824382,0.26750733,0.496668287
0.161878261,0.174618956,0.663502782
0.213795262,0.262004947,0.524199791
0.247668769,0.189197602,0.563133628
0.164812681,0.185118757,0.650068562
0.216811445,0.250044046,0.533144509
0.199749792,0.214041448,0.58620876
0.199377771,0.211915693,0.588706536
0.213849519,0.235838559,0.550311922
0.223476354,0.267738639,0.508785007
0.233587011,0.286023602,0.480389387
0.212263299,0.210060152,0.577676549
0.228023436,0.242415803,0.529560761
0.222385731,0.273667942,0.503946327
0.235034121,0.219163058,0.545802821
0.236756622,0.240906338,0.52233704
0.2490758,0.24094573,0.50997847
0.249691992,0.254217756,0.496090252
0.212741992,0.201879919,0.585378089
0.215524768,0.216987737,0.567487495
0.28244568,0.256971476,0.460582843
0.197570921,0.167602535,0.634826544
0.206646591,0.221549926,0.571803483
0.19727349,0.196311499,0.606415011
0.147451486,0.127816484,0.72473203
0.217283366,0.223720939,0.558995695
0.257656499,0.203628132,0.538715369
0.135556117,0.135243332,0.72920055
0.162460859,0.155539115,0.682000026
0.212070236,0.230047126,0.557882638
0.192275873,0.176369646,0.631354482
0.222374819,0.264834886,0.512790295
0.307057885,0.256831817,0.436110297
0.201708504,0.204170327,0.594121169
0.218824849,0.250790708,0.530384443
0.229008435,0.232794741,0.538196824
0.269711249,0.278870062,0.451418689
0.258401904,0.295158758,0.446439339
0.347649262,0.249304283,0.403046455
0.348314891,0.249660423,0.402024686
0.361654898,0.244483227,0.393861875
0.230818216,0.280200724,0.48898106
0.185807602,0.212144863,0.602047535
0.396178902,0.240273833,0.363547266
0.238080216,0.28045201,0.481467774
0.222999085,0.249496422,0.527504493
0.650946462,0.167231517,0.181822022
0.515948297,0.209435698,0.274616005
0.2165205,0.24279103,0.54068847
0.224014464,0.286715358,0.489270178
0.216203413,0.22503812,0.558758468
0.211070585,0.243743285,0.54518613
0.356051614,0.237482273,0.406466113
0.336527814,0.25375529,0.409716895
0.776024915,0.128686072,0.095289013
0.752323608,0.146258741,0.10141765
0.514388434,0.224686303,0.260925264
0.253042037,0.23362973,0.513328233
0.232058822,0.225295231,0.542645947
0.730644685,0.140980107,0.128375208
0.326729998,0.260641413,0.412628589
0.341128506,0.238799513,0.420071981
0.675647162,0.168126679,0.156226159
0.300416009,0.274456597,0.425127394
0.397422818,0.232260695,0.370316487
0.414535273,0.242075879,0.343388848
0.239631339,0.202059861,0.558308799
0.231850273,0.19353862,0.574611106
0.305389736,0.234750453,0.45985981
0.357508353,0.253199756,0.38929189
0.357270152,0.253151484,0.389578364
0.376180763,0.252180124,0.371639114
0.396395057,0.220179632,0.383425312
0.43085572,0.232122244,0.337022036
0.436978931,0.231105273,0.331915795
0.45535982,0.216615072,0.328025108
0.407013209,0.209285183,0.383701608
0.404636387,0.237333948,0.358029665
0.817544455,0.097017685,0.08543786
0.578267872,0.177356791,0.244375337
0.252061446,0.246682512,0.501256042
0.209084932,0.240549049,0.550366019
0.223549902,0.377549906,0.398900193
0.210255559,0.430951584,0.358792856
0.199653201,0.662823899,0.137522901
0.173221894,0.692411268,0.134366837
0.184841287,0.673245923,0.14191279
0.186503302,0.607888232,0.205608466
0.226097485,0.498255899,0.275646616
0.235328056,0.452872836,0.311799108
0.245682027,0.414072978,0.340244994
0.236858669,0.406574291,0.35656704
0.233293618,0.244787477,0.521918905
0.136778649,0.758363122,0.104858229
0.130909273,0.766367705,0.102723023
0.146072615,0.743649797,0.110277588
0.134343203,0.766356098,0.099300699
0.138657822,0.754784531,0.106557647
0.134851531,0.772380869,0.092767601
0.149674635,0.706193042,0.144132322
0.154809743,0.694105947,0.15108431
0.150013272,0.708717744,0.141268984
0.144122847,0.722898817,0.132978337
0.145747642,0.713062259,0.141190098
0.130177091,0.757771419,0.11205149
0.177355515,0.663046318,0.159598167
0.16928337,0.660580684,0.170135946
0.170401754,0.64913499,0.180463256
0.171272225,0.643005997,0.185721778
0.171868609,0.640281819,0.187849572
0.171965517,0.642553611,0.185480872
0.184746345,0.69571428,0.119539374
0.13706021,0.748501337,0.114438453
0.135225818,0.763441123,0.101333059
0.141819971,0.744378485,0.113801544
0.127029769,0.757637107,0.115333124
0.184074424,0.627325462,0.188600114
0.152238293,0.693940783,0.153820924
0.132388789,0.750135156,0.117476054
0.148671557,0.716210952,0.135117491
0.137568891,0.743446052,0.118985057
0.150359676,0.748712857,0.100927467
0.163924769,0.71393913,0.1221361
0.190994938,0.660078799,0.148926263
0.167779339,0.697733982,0.134486679
0.158227778,0.67566848,0.166103742
0.140649117,0.762813198,0.096537685
0.125427477,0.759947904,0.114624619
0.120372356,0.773635671,0.105991974
0.178996219,0.696736349,0.124267433
0.177981142,0.644449046,0.177569812
0.133092027,0.747551991,0.119355982
0.402681685,0.287564571,0.309753744
0.24442422,0.290059595,0.465516185
0.476650795,0.302956448,0.220392757
0.59774361,0.184943116,0.217313274
0.3650768,0.243542497,0.391380703
0.531588699,0.254016609,0.214394692
0.519367746,0.278321681,0.202310572
0.666207798,0.170942212,0.16284999
0.743592623,0.146511709,0.109895669
0.77285654,0.128047702,0.099095758
0.800427838,0.099244679,0.100327483
0.748770718,0.143060264,0.108169017
0.839434399,0.089750496,0.070815106
0.601624896,0.209915941,0.188459162
0.709626755,0.15713804,0.133235205
0.814156992,0.103207176,0.082635831
0.712063642,0.153060862,0.134875496
0.822213276,0.097354553,0.080432171
0.522129753,0.229194177,0.248676071
0.516526889,0.224948874,0.258524237
0.513890931,0.23146198,0.254647089
0.743037314,0.133502457,0.123460229
0.747069113,0.12741851,0.125512377
0.799801484,0.117470453,0.082728063
0.2427453,0.27627015,0.48098455
0.228161453,0.22794925,0.543889297
0.226196592,0.237264196,0.536539212
0.209564353,0.192344367,0.59809128
0.234466963,0.237195174,0.528337863
0.205779814,0.184867444,0.609352743
0.184048309,0.19869887,0.617252821
0.140678643,0.138759936,0.720561421
0.173728501,0.184193736,0.642077763
0.19025748,0.228432965,0.581309555
0.224661283,0.283086813,0.492251904
0.236772044,0.261603421,0.501624535
0.240581397,0.278429011,0.480989592
0.14882773,0.156693027,0.694479244
0.20020672,0.187760179,0.612033101
0.225952047,0.261871896,0.512176057
0.221839212,0.238258094,0.539902693
0.183366363,0.179341389,0.637292248
0.271681699,0.272361789,0.455956512
0.648747853,0.16486151,0.186390637
0.436196579,0.233296333,0.330507088
0.459833714,0.252328505,0.287837782
0.411424006,0.303853014,0.284722981
0.422636401,0.293748645,0.283614953
0.47157694,0.266427608,0.261995452
0.446110241,0.275667749,0.27822201
0.217452403,0.382952556,0.399595041
0.515779932,0.245549078,0.23867099
0.349796319,0.208721647,0.441482034
0.499433436,0.263909429,0.236657135
0.717842047,0.154736034,0.127421919
0.545228273,0.239257462,0.215514265
0.539992292,0.236053606,0.223954102
0.731883638,0.152447956,0.115668406
0.316062394,0.272353001,0.411584605
0.262968963,0.257705546,0.479325491
0.180558329,0.178947052,0.640494618
0.381030534,0.261757041,0.357212424
0.132685809,0.150387628,0.716926563
0.224331295,0.26534706,0.510321646
0.223230092,0.24064284,0.536127068
0.205348163,0.248923252,0.545728585
0.244840251,0.233361948,0.521797802
0.248977872,0.245265755,0.505756374
0.25820141,0.246183778,0.495614812
0.221889303,0.21659848,0.561512216
0.538598498,0.203789234,0.257612268
0.564987406,0.272540202,0.162472392
0.560679901,0.248294894,0.191025206
0.814583257,0.107753548,0.077663195
0.537413295,0.236926365,0.22566034
0.382350268,0.336045464,0.281604269
0.856373679,0.078178678,0.065447643
0.493965366,0.253293839,0.252740795
0.460020772,0.217986494,0.321992734
0.155382714,0.134586747,0.71003054
0.197365508,0.217647445,0.584987047
0.20656799,0.233627763,0.559804247
0.18405139,0.214939152,0.601009458
0.219622123,0.243270297,0.53710758
0.223400766,0.167492412,0.609106822
0.453890509,0.203458678,0.342650813
0.569478644,0.220595494,0.209925862
0.520122299,0.24657108,0.233306621
0.358540793,0.263024367,0.37843484
0.468981103,0.264336501,0.266682397
0.213198987,0.19888649,0.587914523
0.220255774,0.214101488,0.565642737
0.176499107,0.205111691,0.618389201
0.207088433,0.209981561,0.582930006
0.254635914,0.282399403,0.462964683
0.233713104,0.253454129,0.512832766
0.431944183,0.304907636,0.26314818
0.624075206,0.205061795,0.170862998
0.445846221,0.284447034,0.269706745
0.819546234,0.098851652,0.081602114
0.401549647,0.279823867,0.318626486
0.259240111,0.241846986,0.498912903
0.315424228,0.193166502,0.49140927
0.31115588,0.243398172,0.445445948
0.469360895,0.300036476,0.230602629
0.284139392,0.241323063,0.474537546
0.44810645,0.27633027,0.27556328
0.443643386,0.277284472,0.279072142
0.18623339,0.213828006,0.599938605
0.332880632,0.269114122,0.398005246
0.547954682,0.252189333,0.199855985
0.364555921,0.301642703,0.333801376
0.517828353,0.253180562,0.228991085
0.330357461,0.360232311,0.309410227
0.509324536,0.226785391,0.263890073
0.501783085,0.224385129,0.273831785
0.439999808,0.249610288,0.310389905
0.387752145,0.272550589,0.339697266
0.732467938,0.152543462,0.1149886
0.384495653,0.270684112,0.344820235
0.204990898,0.239818638,0.555190464
0.594159692,0.219924845,0.185915463
0.869901916,0.068635117,0.061462967
0.854937938,0.078014881,0.067047181
0.336153415,0.287776813,0.376069772
0.6510186,0.140975354,0.208006045
0.661548087,0.186366007,0.152085906
0.843384506,0.081162961,0.075452532
0.493601034,0.20422664,0.302172326
0.534916279,0.233267084,0.231816637
0.755895966,0.138070589,0.106033445
0.554560526,0.235665109,0.209774365
0.743180695,0.151006304,0.105813001
0.832330926,0.09368271,0.073986364
0.448383733,0.269293344,0.282322923
0.704287594,0.147983123,0.147729283
0.187322364,0.221253377,0.591424259
0.652774417,0.170666197,0.176559386
0.47141734,0.208508021,0.320074639
0.684762117,0.159289676,0.155948208
0.766738102,0.126163929,0.107097969
0.324585309,0.273795236,0.401619455
0.256361922,0.27778873,0.465849348
0.604520536,0.188428742,0.207050722
0.670446026,0.161792729,0.167761246
0.661249765,0.162129033,0.176621202
0.798868473,0.103440915,0.097690612
0.767432926,0.113890096,0.118676978
0.809805476,0.096587925,0.093606599
0.273240606,0.50163583,0.225123564
0.235137393,0.304631242,0.460231365
0.769110013,0.119433122,0.111456865
0.440622282,0.259457414,0.299920304
0.427016819,0.262588795,0.310394386
0.442761235,0.254510704,0.302728061
0.45582059,0.270926219,0.273253191
0.671684122,0.168663968,0.15965191
0.673023638,0.164066157,0.162910206
0.225645059,0.226874496,0.547480445
0.33655952,0.265994211,0.397446269
0.450642432,0.315360646,0.233996922
0.642079388,0.169168126,0.188752486
0.65607448,0.174942177,0.168983343
0.658563972,0.179329079,0.162106949
0.700769164,0.167697086,0.131533749
0.697399948,0.162761969,0.139838082
0.481878752,0.24766729,0.270453958
0.50883664,0.238787175,0.252376185
0.51303143,0.241470248,0.245498322
0.229293055,0.262319529,0.508387416
0.497442069,0.219988574,0.282569357
0.556642521,0.221676408,0.22168107
0.65299224,0.182463832,0.164543928
0.455727677,0.266485466,0.277786857
0.428563972,0.24038479,0.331051237
0.613309815,0.211856782,0.174833404
0.395427032,0.292878468,0.311694501
0.453091517,0.267683731,0.279224752
0.489171386,0.255530456,0.255298158
0.494315842,0.248193725,0.257490433
0.459521648,0.274700113,0.265778239
0.457540945,0.27303364,0.269425416
0.471054281,0.249784672,0.279161048
0.506797349,0.259454572,0.233748078
0.526131512,0.249043633,0.224824855
0.492572046,0.252702544,0.25472541
0.23961109,0.301269844,0.459119067
0.385626654,0.272138506,0.34223484
0.433909661,0.276211375,0.289878964
0.430334529,0.273593594,0.296071878
0.490880571,0.263869891,0.245249538
0.432982148,0.285756956,0.281260896
0.433831781,0.28680982,0.279358399
0.443433047,0.279396961,0.277169992
0.426690813,0.277397347,0.29591184
0.351891489,0.307914509,0.340194002
0.371953088,0.287094574,0.340952338
0.430289395,0.289379438,0.280331167
0.417555792,0.29837552,0.284068687
0.405800449,0.297063067,0.297136484
0.381413849,0.301289255,0.317296897
0.336007247,0.294919027,0.369073726
0.334043223,0.29333548,0.372621296
