C1,C2
0.346657988,0.653342012
0.444304887,0.555695113
0.521736776,0.478263224
0.388040382,0.611959618
0.265130352,0.734869648
0.278775681,0.721224319
0.475481979,0.524518021
0.277520367,0.722479633
0.368086831,0.631913169
0.282260062,0.717739938
0.359452699,0.640547301
0.396080622,0.603919378
0.343658419,0.656341581
0.392759858,0.607240142
0.366332047,0.633667953
0.302842942,0.697157058
0.433849406,0.566150594
0.323933218,0.676066782
0.51831701,0.48168299
0.327835491,0.672164509
0.369045712,0.630954288
0.329350836,0.670649164
0.325422949,0.674577051
0.463974116,0.536025884
0.50811328,0.49188672
0.342157951,0.657842049
0.317180039,0.682819961
0.3135176,0.6864824
0.287000008,0.712999992
0.280998797,0.719001203
0.266140391,0.733859609
0.584573182,0.415426818
0.53169349,0.46830651
0.303091889,0.696908111
0.425900319,0.574099681
0.430873776,0.569126224
0.421494708,0.578505292
0.422269015,0.577730985
0.343703108,0.656296892
0.334767072,0.665232928
0.488929288,0.511070712
0.456660703,0.543339297
0.458609371,0.541390629
0.33017287,0.66982713
0.33599102,0.66400898
0.344571652,0.655428348
0.356274041,0.643725959
0.349046275,0.650953725
0.409999674,0.590000326
0.395101005,0.604898995
0.397473361,0.602526639
0.509601594,0.490398406
0.384351029,0.615648971
0.382657477,0.617342523
0.352212514,0.647787486
0.431274604,0.568725396
0.41061423,0.58938577
0.383071262,0.616928738
0.460418386,0.539581614
0.422288342,0.577711658
0.40930672,0.59069328
0.401451117,0.598548883
0.432951554,0.567048446
0.432105458,0.567894542
0.41309978,0.58690022
0.42101925,0.57898075
0.409821424,0.590178576
0.412976156,0.587023844
0.526050416,0.473949584
0.446299364,0.553700636
0.434106623,0.565893377
0.43298967,0.56701033
0.424317899,0.575682101
0.444937742,0.555062258
0.445430625,0.554569375
0.442338946,0.557661054
0.44005104,0.55994896
0.481378873,0.518621127
0.459264644,0.540735356
0.450080168,0.549919832
0.458943868,0.541056132
0.460055303,0.539944697
0.46880228,0.53119772
0.475665385,0.524334615
0.475588885,0.524411115
