C1,C2,C3,C4,C5
0.22066119,0.220660007,0.114827382,0.23418598,0.20966544
0.22346762,0.223466741,0.129571443,0.23314103,0.190353165
0.114707041,0.114706482,0.051912933,0.675170445,0.043503099
0.244194209,0.244192252,0.094408717,0.293604849,0.123599973
0.243056712,0.243055876,0.130537066,0.124288235,0.259062112
0.230846519,0.230845692,0.131588223,0.102929638,0.303789927
0.267409637,0.26741044,0.179253122,0.10293333,0.182993471
0.249751447,0.249752531,0.217966538,0.102236599,0.180292885
0.227833012,0.227835332,0.356942903,0.111865732,0.075523021
0.248651812,0.248655061,0.336908741,0.09408259,0.071701796
0.266568231,0.266571974,0.297295707,0.096842032,0.072722057
0.244982158,0.244984487,0.307896667,0.096319827,0.105816861
0.274949641,0.274951763,0.220174444,0.104000035,0.125924117
0.270518861,0.270520529,0.206215014,0.109108376,0.143637219
0.261763673,0.261764898,0.195603226,0.117614956,0.163253248
0.250949845,0.250950864,0.202045552,0.116765433,0.179288305
0.224704646,0.224704124,0.130699619,0.117536117,0.302355493
0.114442379,0.114443315,0.656560919,0.065790212,0.048763175
0.111381014,0.111381943,0.667857782,0.062144018,0.047235243
0.120553463,0.120554411,0.634726487,0.071773397,0.052392241
0.110758643,0.110759566,0.668450803,0.064183672,0.045847316
0.115004837,0.115005764,0.653972908,0.066522285,0.049494206
0.11127295,0.111273905,0.667869202,0.065955328,0.043628616
0.166268053,0.166269446,0.509005803,0.082013388,0.07644331
0.171812585,0.171813993,0.491419432,0.084829866,0.080124124
0.160726075,0.160727388,0.524064978,0.080836328,0.073645231
0.157950212,0.157951561,0.536785837,0.077914801,0.069397589
0.162673297,0.162674673,0.520359442,0.079574925,0.074717662
0.145796711,0.145798067,0.578623522,0.070976991,0.058804709
0.149909791,0.149910734,0.527451047,0.091619216,0.081109212
0.151543518,0.151544472,0.52322408,0.086981011,0.086706919
0.158385961,0.158386946,0.502014298,0.088298972,0.092913823
0.162269113,0.162270118,0.490170487,0.089202172,0.09608811
0.164217578,0.164218592,0.484721299,0.089467824,0.097374707
0.164004371,0.164005395,0.486366784,0.089713123,0.095910327
0.156198884,0.156200048,0.522676286,0.10173053,0.063194252
0.118550187,0.118551115,0.63978307,0.067636542,0.055479086
0.112828513,0.112829448,0.661945223,0.065209754,0.047187062
0.117328163,0.117329074,0.643932767,0.0682028,0.053207195
0.10827213,0.10827298,0.671439085,0.05909754,0.052918265
0.160610888,0.160611788,0.484466411,0.095982339,0.098328574
0.13574117,0.135742083,0.576326938,0.075798858,0.076390951
0.112091973,0.112092837,0.658517169,0.062581187,0.054716835
0.128701251,0.128702176,0.604256895,0.072978883,0.065360795
0.115769208,0.115770087,0.646188176,0.066054733,0.056217796
0.133411617,0.133412736,0.600027512,0.080793745,0.052354391
0.130211916,0.130212852,0.599098622,0.081659633,0.058816977
0.151343524,0.151344451,0.520980922,0.100197754,0.076133349
0.137608119,0.137609061,0.571807084,0.0857633,0.067212437
0.142191889,0.1421928,0.551780072,0.079854659,0.08398058
0.124566236,0.124567302,0.628598888,0.073467089,0.048800484
0.10503651,0.105037336,0.681548366,0.057040919,0.05133687
0.098428968,0.098429766,0.703445161,0.0533934,0.046302706
0.13989253,0.1398935,0.566358219,0.092238998,0.061616754
0.156066106,0.15606703,0.50428954,0.092023683,0.091553641
0.11307934,0.113080206,0.654887297,0.063129043,0.055824115
0.238403796,0.238403602,0.148038085,0.219545482,0.155609036
0.201842408,0.201842267,0.166719496,0.133098482,0.296497347
0.226236306,0.226236219,0.163354402,0.269290307,0.114882767
0.192345339,0.192344418,0.102660469,0.396060594,0.116589181
0.22127241,0.221271653,0.134045752,0.208665337,0.214744848
0.223307509,0.223307309,0.132751444,0.309950962,0.110682776
0.234795784,0.234795965,0.137334255,0.293328653,0.099745342
0.199511953,0.199511302,0.092624073,0.421671161,0.08668151
0.136395359,0.136395146,0.072100537,0.602791877,0.052317081
0.110753405,0.110753157,0.059756464,0.673927436,0.044809538
0.170200903,0.170199853,0.063997824,0.532363872,0.063237549
0.110653918,0.110653715,0.064652095,0.666884533,0.047155739
0.053202102,0.053201919,0.028327929,0.843964353,0.021303697
0.204624727,0.20462398,0.121920716,0.363589105,0.105241472
0.179824739,0.179823967,0.095951829,0.466427012,0.077972452
0.103372361,0.103371958,0.054836102,0.696335237,0.042084343
0.186698571,0.186697713,0.093774362,0.453125451,0.079703902
0.108236933,0.108236487,0.053995418,0.686490568,0.043040594
0.23857932,0.238578081,0.125923085,0.264531081,0.132388433
0.244745481,0.244744111,0.121237642,0.253380367,0.135892399
0.230298522,0.230297491,0.128389021,0.273111483,0.137903483
0.192927171,0.192925981,0.086134089,0.451829253,0.076183507
0.204749061,0.204747645,0.082779216,0.429274711,0.078449367
0.08534024,0.08534006,0.048234317,0.748532602,0.032552781
0.189155184,0.189154906,0.162507097,0.132806139,0.326376674
0.202051698,0.202051164,0.125273047,0.119168811,0.35145528
0.213119248,0.213118769,0.129172764,0.117065338,0.32752388
0.180008559,0.180007791,0.107321847,0.109058535,0.423603268
0.184506633,0.184506157,0.134558677,0.1247031,0.371725433
0.220724556,0.220723646,0.100919549,0.109361266,0.348270984
0.162242239,0.162241784,0.112327646,0.097345224,0.465843107
0.138588541,0.13858788,0.075853626,0.07116531,0.575804643
0.154633285,0.154632763,0.103184425,0.090515263,0.497034264
0.173766761,0.173766422,0.130862417,0.101057566,0.420546833
0.198983995,0.198983844,0.16549651,0.122460723,0.314074928
0.203713025,0.203712708,0.150337575,0.129107108,0.313129584
0.223277564,0.223277446,0.151710787,0.128336805,0.273397398
0.166566526,0.166565891,0.092555602,0.083032444,0.491279537
0.227818773,0.227817692,0.102832957,0.102405717,0.339124861
0.203517962,0.203517674,0.151079428,0.122485038,0.319399898
0.198712659,0.198712216,0.13618175,0.119681605,0.34671177
0.194561,0.194560213,0.105993357,0.103373315,0.401512115
0.208236158,0.208235677,0.15437394,0.143911611,0.285242614
0.23381636,0.23381499,0.088867583,0.34644009,0.097060978
0.226002973,0.226001919,0.127569628,0.235719301,0.184706178
0.231645634,0.231645171,0.130700218,0.258741699,0.147267279
0.22774935,0.227749245,0.163303974,0.229286084,0.151911348
0.230485191,0.230484995,0.156274706,0.233235425,0.149519684
0.234813453,0.234813076,0.13824559,0.258049004,0.134078877
0.234239413,0.234239054,0.144401193,0.243016577,0.144103763
0.271379998,0.271381052,0.178111955,0.099355407,0.179771587
0.242068114,0.242067793,0.121129951,0.279422159,0.115311984
0.252321937,0.25232032,0.103874001,0.161399811,0.230083932
0.209727594,0.209727414,0.142443824,0.312099393,0.126001775
0.198607558,0.198606579,0.097377581,0.42914301,0.076265273
0.225943734,0.225942902,0.135018478,0.296524195,0.116570691
0.231394546,0.231393622,0.131316379,0.285624299,0.120271155
0.175898321,0.175897807,0.087411182,0.496400227,0.064392463
0.23385064,0.23384979,0.148044259,0.154587921,0.229667391
0.207396743,0.207396331,0.142052324,0.139109625,0.304044977
0.162045281,0.162044635,0.098180113,0.091586818,0.486143153
0.265351477,0.26535095,0.122005249,0.182883802,0.164408522
0.171776903,0.171776317,0.090502598,0.075324567,0.490619615
0.194701649,0.194701388,0.154993654,0.122172928,0.333430382
0.192830346,0.192829979,0.136072869,0.120056569,0.358210237
0.246258636,0.246258361,0.129341711,0.103537431,0.274603861
0.188049644,0.1880491,0.132073594,0.130595915,0.361231748
0.189028397,0.189027931,0.13999976,0.134108827,0.347835085
0.220937403,0.22093687,0.135182624,0.137834702,0.285108401
0.198537007,0.198536363,0.124974747,0.122114663,0.35583722
0.25069196,0.250690748,0.101808829,0.270133195,0.126675268
0.227915507,0.227915896,0.137751444,0.325919854,0.080497299
0.227832461,0.227832295,0.128728178,0.318712146,0.09689492
0.095852003,0.095851748,0.05058063,0.722666838,0.035048781
0.260524928,0.260524575,0.110151112,0.265902565,0.10289682
0.238600677,0.238601043,0.170601596,0.207289765,0.144906919
0.067827345,0.067827041,0.033689394,0.80368909,0.026967129
0.216289975,0.216289323,0.143625267,0.284206585,0.13958885
0.263214399,0.263212506,0.110326649,0.206660821,0.156585625
0.175365521,0.175364435,0.080783423,0.08676048,0.48172614
0.174862345,0.174861914,0.126076433,0.106654778,0.417544529
0.184546059,0.184545736,0.132915139,0.110928526,0.387064539
0.184093415,0.184092979,0.124848136,0.098821404,0.408144067
0.182931646,0.182931257,0.138046329,0.115362711,0.380728057
0.19823276,0.198231556,0.092897776,0.116559834,0.394078074
0.228266194,0.228264776,0.110445208,0.253864833,0.17915899
0.22474328,0.224742917,0.111678867,0.332734448,0.106100488
0.225106814,0.225106013,0.139095394,0.283789349,0.12690243
0.216874249,0.216873555,0.147911488,0.195496643,0.222844065
0.232235931,0.232235401,0.14016469,0.254715256,0.140648723
0.176234738,0.176234037,0.11032852,0.109851913,0.427350792
0.178452186,0.178451592,0.119998129,0.11512627,0.407971822
0.178685192,0.178684745,0.116703428,0.093234228,0.432692407
0.180598097,0.180597477,0.117297453,0.107048051,0.414458922
0.221698677,0.221698542,0.15327778,0.135435957,0.267889044
0.193872995,0.193872586,0.146191502,0.126872936,0.339189981
0.234862494,0.234862572,0.15683919,0.238196065,0.135239678
0.219347384,0.219347038,0.106255706,0.367643702,0.08740617
0.248078905,0.248078757,0.140484706,0.229810383,0.133547248
0.083173603,0.083173293,0.042454219,0.757535742,0.033663143
0.248148839,0.248148514,0.139382484,0.203935152,0.160385011
0.223420778,0.223420118,0.133775682,0.136595913,0.282787508
0.244403216,0.244401183,0.103298057,0.150437442,0.257460102
0.247337472,0.247336463,0.127027513,0.154632561,0.223665991
0.243848815,0.243849041,0.14812209,0.251116151,0.113063903
0.204103891,0.204103152,0.137635345,0.153546007,0.300611606
0.238447123,0.238446309,0.15114916,0.225582222,0.146375186
0.232681424,0.232680693,0.153748042,0.230320109,0.150569733
0.172745721,0.172745337,0.120093332,0.09750979,0.43690582
0.227459854,0.227459455,0.144226552,0.183291162,0.217562977
0.206116667,0.20611643,0.138374047,0.343750598,0.105642258
0.237183954,0.237183694,0.159588072,0.187947756,0.178096525
0.223700853,0.223700613,0.131510131,0.3044356,0.116652802
0.234555284,0.234555389,0.196896338,0.168847583,0.165145406
0.232348564,0.232347397,0.125547985,0.265193635,0.144562419
0.236493183,0.236491942,0.122494238,0.25559048,0.148930158
0.219015857,0.219015063,0.140132206,0.246421183,0.175415691
0.219380422,0.219379775,0.154086494,0.211226021,0.195927288
0.155786333,0.155785906,0.086516798,0.539700439,0.062210524
0.220293826,0.220293167,0.15229302,0.20818772,0.198932267
0.256996839,0.25699643,0.120511702,0.09954654,0.265948489
0.208853978,0.208853579,0.115747821,0.374197968,0.092346654
0.129465931,0.129465123,0.052512264,0.643251024,0.045305658
0.124748181,0.124747473,0.054755571,0.650617009,0.045131766
0.238327443,0.238327143,0.150428846,0.174765928,0.19815064
0.207667301,0.207665538,0.081463464,0.388952529,0.114251169
0.183358634,0.183358055,0.10914374,0.439132253,0.085007317
0.100420961,0.100420402,0.044830697,0.714661695,0.039666245
0.232559314,0.232557847,0.110699048,0.26799545,0.156188341
0.213691506,0.213690746,0.132940861,0.312156708,0.127520178
0.14353312,0.143532834,0.072176116,0.586778267,0.053979664
0.221731242,0.221730544,0.132217766,0.311934329,0.112386119
0.104088749,0.104088593,0.067230687,0.679633605,0.044958366
0.104745904,0.104745498,0.050864809,0.701126942,0.038516846
0.248158773,0.248158534,0.132127552,0.232151484,0.139403657
0.183338657,0.183337635,0.09087584,0.455310115,0.087137753
0.1947926,0.194792258,0.12539375,0.100938104,0.384083288
0.21561884,0.215617578,0.102056868,0.363999587,0.102707127
0.234976714,0.234975239,0.113123836,0.249239596,0.167684615
0.192976304,0.192975297,0.096211626,0.426685679,0.091151093
0.147775074,0.147774425,0.076516863,0.565891583,0.062042055
0.219717033,0.219716407,0.152564136,0.169858272,0.238144153
0.212783302,0.212783025,0.159142054,0.141890227,0.273401391
0.225639713,0.22563836,0.109170234,0.322328498,0.117223196
0.21773456,0.217733177,0.098067137,0.367625274,0.098839851
0.225947902,0.225946389,0.09644627,0.348977989,0.10268145
0.153222289,0.153221386,0.067405886,0.565086318,0.061064121
0.176509944,0.176508741,0.073977767,0.499194164,0.073809384
0.177424608,0.177423368,0.069271846,0.511512332,0.064367846
0.226657716,0.22665872,0.29162071,0.140073593,0.114989262
0.226469175,0.226468971,0.168505977,0.11842403,0.260131847
0.161112732,0.161111867,0.074986705,0.535429799,0.067358897
0.217900769,0.217900095,0.14631516,0.248261182,0.169622793
0.217567979,0.217567316,0.148536538,0.24000862,0.176319547
0.218793951,0.218793217,0.143217162,0.24824892,0.17094675
0.234257599,0.234256813,0.149568202,0.235205159,0.146712227
0.19415162,0.194150693,0.101142294,0.418724797,0.091830596
0.197218088,0.197217064,0.097962051,0.41432002,0.093282777
0.198010077,0.198009532,0.126771303,0.118936958,0.35827213
0.23443309,0.234432438,0.140268125,0.168462589,0.222403759
0.229829334,0.229829377,0.167180239,0.250690321,0.122470729
0.206641358,0.206640164,0.098118936,0.383656866,0.104942676
0.222726874,0.222725683,0.102470806,0.356628398,0.095448238
0.213010907,0.213009889,0.106417063,0.375446236,0.092115905
0.176142071,0.176141527,0.099300436,0.473575185,0.074840781
0.179742828,0.179742215,0.094339092,0.467828432,0.078347432
0.222751784,0.222750969,0.139600643,0.265977408,0.148919195
0.233344712,0.233343744,0.131693038,0.265939205,0.135679302
0.229289621,0.229288715,0.134831991,0.273733902,0.13285577
0.190795691,0.190795346,0.151887192,0.122425078,0.344096694
0.230378259,0.230377286,0.117184682,0.273106405,0.148953369
0.21949829,0.219497376,0.126580332,0.31218167,0.122242331
0.20348951,0.20348864,0.107242869,0.393430217,0.092348765
0.230588575,0.230588148,0.141993526,0.250985598,0.145844153
0.226756953,0.226755947,0.133316484,0.22768316,0.185487455
0.201119161,0.201118622,0.121119885,0.380411863,0.09623047
0.234939523,0.234939187,0.15641593,0.214447284,0.159258076
0.238046069,0.238045293,0.144802748,0.230959538,0.148146353
0.235744735,0.235743932,0.139278952,0.253943554,0.135288827
0.239083151,0.239082265,0.133365579,0.253079621,0.135389384
0.220025032,0.220024501,0.155846659,0.257187747,0.146916062
0.22176517,0.221764621,0.153996316,0.253817118,0.148656775
0.222026644,0.222025897,0.139371083,0.262961322,0.153615054
0.218059331,0.218058943,0.142687931,0.296745454,0.124448341
0.215293113,0.215292576,0.140304156,0.306552558,0.122557598
0.22487432,0.224873645,0.140554416,0.271119707,0.138577912
0.201675991,0.201675876,0.175552694,0.128777722,0.292317716
0.237997944,0.237997317,0.144764146,0.20081749,0.178423103
0.233819587,0.233818959,0.150309862,0.226847622,0.155203969
0.236299872,0.236299212,0.147479984,0.222087894,0.157833038
0.218218204,0.218217758,0.147030215,0.283462629,0.133071194
0.2223961,0.222395649,0.161126773,0.239318098,0.15476338
0.221493144,0.221492702,0.162241601,0.240890821,0.153881732
0.219008845,0.219008496,0.155067326,0.255540066,0.151375267
0.222314418,0.222313899,0.155142076,0.236754565,0.163475042
0.221776233,0.221776011,0.173015658,0.195945692,0.187486406
0.219022264,0.219021766,0.163154345,0.202463247,0.196338378
0.219253699,0.219253392,0.161683496,0.246272449,0.153536964
0.218935191,0.218934996,0.166094191,0.240339466,0.155696155
0.219670876,0.219670631,0.165840433,0.230639918,0.164178142
0.221318218,0.221317993,0.167760634,0.21332908,0.176274074
0.214468562,0.214468164,0.169233597,0.183205464,0.218624212
0.214825905,0.2148255,0.16784979,0.181556391,0.220942414
