C1,C2,C3,C4,C5
0.22198685,0.221986196,0.140093417,0.189143899,0.226789638
0.08289317,0.082892999,0.048858107,0.750827052,0.034528672
0.090223997,0.090223876,0.058172929,0.72290126,0.038477938
0.287804335,0.287803273,0.09665573,0.218526385,0.109210276
0.198657925,0.198657358,0.131688123,0.137494201,0.333502393
0.18639417,0.186393578,0.128318381,0.124528991,0.374364881
0.175713333,0.175712644,0.076453322,0.50587702,0.066243681
0.215792434,0.215791957,0.144851499,0.185022188,0.238541922
0.218579932,0.21857917,0.132338038,0.193620727,0.236882133
0.194141389,0.194140663,0.091171789,0.43980322,0.080742939
0.219914875,0.21991447,0.154417417,0.168143432,0.237609806
0.222903229,0.222902262,0.127699055,0.227333147,0.199162307
0.226072,0.226070987,0.1347055,0.224936617,0.188214896
0.193505981,0.193505201,0.114630201,0.131515444,0.366843173
0.198342663,0.198341786,0.110700675,0.128736594,0.363878283
0.211723199,0.211722427,0.132874066,0.172195464,0.271484844
0.215885504,0.215884838,0.142281238,0.207567212,0.218381207
0.215916968,0.215916302,0.142248385,0.207386647,0.218531698
0.219390196,0.219389493,0.140076938,0.217965687,0.203177687
0.227313189,0.227312063,0.11926276,0.222796165,0.203315823
0.221923497,0.221922597,0.126302153,0.251862355,0.177989397
0.219895616,0.219894717,0.126275842,0.257987008,0.175946818
0.221890621,0.221889548,0.117324269,0.266900103,0.171995459
