C1,C2,C3,C4,C5,C6
0.183646313,0.123871673,0.094592323,0.190093297,0.217703005,0.190093389
0.123417929,0.074476665,0.064618998,0.190812468,0.355861236,0.190812704
0.120759626,0.076605471,0.062096217,0.17798853,0.38456141,0.177988745
0.144039524,0.104867395,0.221118197,0.199779627,0.130415706,0.19977955
0.154108955,0.119146281,0.204257164,0.198635957,0.125215718,0.198635926
0.11093289,0.069500167,0.054879057,0.152593962,0.459499778,0.152594145
0.157961173,0.632247785,0.030429277,0.068114247,0.043133262,0.068114257
0.171742469,0.587214539,0.035457384,0.077507606,0.050570384,0.077507619
0.185782731,0.159849915,0.069982883,0.175173544,0.234037276,0.175173652
0.213696575,0.220679765,0.116754117,0.170381618,0.108106343,0.170381581
0.22186621,0.244636846,0.108412431,0.1628572,0.09937015,0.162857163
0.188512771,0.420208812,0.081091339,0.118117781,0.073951538,0.118117758
0.194311138,0.394145199,0.085455278,0.124329057,0.077430297,0.124329031
0.189047923,0.432124111,0.078988253,0.116099121,0.067641503,0.116099089
0.186414987,0.396295034,0.090451556,0.123755355,0.079327734,0.123755333
0.156398236,0.570587993,0.052264814,0.084491248,0.05176647,0.084491238
0.159118338,0.549279548,0.056297296,0.089583527,0.056137772,0.089583518
0.146740889,0.625522504,0.036237524,0.071899816,0.047699445,0.071899822
0.15241357,0.595423469,0.040356235,0.078965024,0.053876671,0.078965031
0.128979092,0.689904147,0.027637805,0.058366937,0.036745081,0.058366939
0.136780657,0.653660246,0.032124662,0.066641634,0.044151161,0.066641641
0.126919741,0.686966956,0.032432795,0.059228942,0.035222627,0.059228938
0.136943737,0.650273875,0.036461977,0.067045315,0.042229781,0.067045315
0.138645874,0.647976802,0.037006737,0.067154635,0.042061317,0.067154635
0.148079113,0.612921653,0.041305393,0.074733223,0.048227392,0.074733225
0.142985276,0.631925028,0.040882666,0.070684389,0.042838257,0.070684384
0.158971077,0.570770187,0.048538143,0.083710739,0.054299115,0.083710739
0.191561423,0.405095048,0.085107334,0.121493049,0.075250122,0.121493023
0.2025883,0.337491848,0.100168768,0.136860277,0.086030565,0.136860243
0.193082761,0.41201609,0.084640702,0.119885721,0.070489037,0.119885688
0.193154472,0.388150739,0.091986998,0.12543042,0.075846985,0.125430386
0.193043789,0.435136317,0.07758719,0.114383954,0.065464828,0.114383921
0.200966477,0.324597097,0.10889582,0.139511592,0.086517461,0.139511553
0.201204385,0.311444542,0.113894187,0.142468746,0.088519436,0.142468704
0.202547875,0.286538677,0.117254027,0.148601848,0.096455762,0.14860181
0.205468909,0.293997441,0.112913181,0.146983902,0.093652703,0.146983863
0.197420512,0.472637909,0.064444257,0.103685382,0.058126583,0.103685356
0.158530163,0.566195929,0.053788935,0.085454015,0.050576959,0.085454
0.126781401,0.687519766,0.030599301,0.059528843,0.03604185,0.05952884
0.138904473,0.631185872,0.040801548,0.072297318,0.044513477,0.072297312
0.178254819,0.544451094,0.051669673,0.087843643,0.049937146,0.087843626
0.180706258,0.535359421,0.053292495,0.089830308,0.050981228,0.08983029
0.198140488,0.320747019,0.113802237,0.140295175,0.086719947,0.140295134
0.14340825,0.64218319,0.038553316,0.068286716,0.039281822,0.068286706
0.048193036,0.033072416,0.02084315,0.054995691,0.787899962,0.054995744
0.052672107,0.036740404,0.023191972,0.059611583,0.768172296,0.059611639
0.073692147,0.047533682,0.037149957,0.101281317,0.639061477,0.101281421
0.148449056,0.103877305,0.122513607,0.201831101,0.221497817,0.201831115
0.11199678,0.075451205,0.055908504,0.137081052,0.482481312,0.137081147
0.124678508,0.084634143,0.064298756,0.152313771,0.421760956,0.152313866
0.112001307,0.075407979,0.055941102,0.137392517,0.481864482,0.137392613
0.07960732,0.049019978,0.039554227,0.110275606,0.611267163,0.110275706
0.052060317,0.033637177,0.022617579,0.063533378,0.764618105,0.063533444
0.048164074,0.031241398,0.021034031,0.058627768,0.782304901,0.058627829
0.0648989,0.046533161,0.030276647,0.073144482,0.712002264,0.073144546
0.04795363,0.032557047,0.022938552,0.058324642,0.779901433,0.058324695
0.049420134,0.034215806,0.023284857,0.058489869,0.776099412,0.058489922
0.064386604,0.046220178,0.030081875,0.072650853,0.714009572,0.072650917
0.050704014,0.034963591,0.023904105,0.060152755,0.770122725,0.060152809
0.049840638,0.034383732,0.023478636,0.059164253,0.773968435,0.059164307
0.066842211,0.048258267,0.031283461,0.075061079,0.703493839,0.075061144
0.053054096,0.036770803,0.025211439,0.062869298,0.759225009,0.062869354
0.053054096,0.036770803,0.025211439,0.062869298,0.759225009,0.062869354
0.058189024,0.041177962,0.027357856,0.066992974,0.739289151,0.066993033
0.064386604,0.046220178,0.030081875,0.072650853,0.714009572,0.072650917
0.053965413,0.037611743,0.025518555,0.063348423,0.756207387,0.063348479
0.0481638,0.033016431,0.022839311,0.057673485,0.780633436,0.057673537
0.141490403,0.111563468,0.264410634,0.186445002,0.109645549,0.186444944
0.061289015,0.043522878,0.02812203,0.06930362,0.728458774,0.069303683
0.062308849,0.044469914,0.028778749,0.070333574,0.723775276,0.070333637
0.053482514,0.037347558,0.024550641,0.061805694,0.761007841,0.061805753
0.034307411,0.022749851,0.01627216,0.043033491,0.840603553,0.043033533
0.055830291,0.038029589,0.025046631,0.06655359,0.74798624,0.06655366
0.088071024,0.06184455,0.043361523,0.107299185,0.592124427,0.107299291
0.079201983,0.053034056,0.036518238,0.099030729,0.633184156,0.099030838
0.037416969,0.025086662,0.016552934,0.044718243,0.831506903,0.044718289
0.069654072,0.049147317,0.034278119,0.081716762,0.683486896,0.081716834
0.069654072,0.049147317,0.034278119,0.081716762,0.683486896,0.081716834
0.092939747,0.065940176,0.049894911,0.111751145,0.567722787,0.111751235
0.063111321,0.044564788,0.030453847,0.073455081,0.714959817,0.073455147
0.06326589,0.045347157,0.029735336,0.071786481,0.718078592,0.071786544
0.127711978,0.094152633,0.069327555,0.155219774,0.398368153,0.155219907
0.052480381,0.03646764,0.024834224,0.061962902,0.762291895,0.061962957
0.06610488,0.047620099,0.030833935,0.074248145,0.706944731,0.07424821
0.145668675,0.099512206,0.116512704,0.203220859,0.231864672,0.203220884
0.061874543,0.043958917,0.029503372,0.071275213,0.722112678,0.071275277
0.066149469,0.047660741,0.030856461,0.074292013,0.706749239,0.074292078
0.049467027,0.034357292,0.022858016,0.057885402,0.777546807,0.057885456
0.135704775,0.118165996,0.054729038,0.133580847,0.424238393,0.13358095
0.174182005,0.154992876,0.11413673,0.18031869,0.196050947,0.180318752
0.072597256,0.049120902,0.035195311,0.092880194,0.657326045,0.092880291
0.119478543,0.080653878,0.060932602,0.146717301,0.445500278,0.146717398
0.124229456,0.084069535,0.064334017,0.152698127,0.421970642,0.152698223
0.043670584,0.02941475,0.020762223,0.053108934,0.799934525,0.053108983
0.106521305,0.073588838,0.052728353,0.128046656,0.511068092,0.128046755
0.225835397,0.229728904,0.073984236,0.159735415,0.150980575,0.159735472
0.215664003,0.238684421,0.105553057,0.160103865,0.119890783,0.16010387
0.213307562,0.152430128,0.149513128,0.193330101,0.098089056,0.193330025
0.250769806,0.224882156,0.074584036,0.158946836,0.131870284,0.158946883
0.238875031,0.231164342,0.088307527,0.159502671,0.122647735,0.159502694
0.221779611,0.207842351,0.124490748,0.166763156,0.112360988,0.166763145
0.218918654,0.18707296,0.062054905,0.166881944,0.198189487,0.16688205
0.208273808,0.183518557,0.102047145,0.18545484,0.135250778,0.185454873
0.203871874,0.192682991,0.116534886,0.180853026,0.125204189,0.180853034
0.173137545,0.14757347,0.174509752,0.191075966,0.122627315,0.191075952
0.198428107,0.167300072,0.061604558,0.168087159,0.236492822,0.168087283
0.2029586,0.171591983,0.099235068,0.193523078,0.139168131,0.19352314
0.220869422,0.243657314,0.085184724,0.158353025,0.133582459,0.158353057
0.149393051,0.116514137,0.201267076,0.199829117,0.133167495,0.199829124
0.150510732,0.124531094,0.212302978,0.190288718,0.132077764,0.190288714
0.145717809,0.098590433,0.144070443,0.218675187,0.174270855,0.218675273
0.148714283,0.130614764,0.254137588,0.176321788,0.113889825,0.176321752
0.152497756,0.124121562,0.20261254,0.192624109,0.135519924,0.192624109
0.149746325,0.107596991,0.163388458,0.216258505,0.146751149,0.216258573
0.162199683,0.134508896,0.179949873,0.185933968,0.15147361,0.18593397
0.150573167,0.101782683,0.158093063,0.21996501,0.149621006,0.219965071
0.197122742,0.342003547,0.094349211,0.138788248,0.088948032,0.13878822
0.193997508,0.394126906,0.077685596,0.126771097,0.080647813,0.12677108
0.198897012,0.328445468,0.099963783,0.141756268,0.089181235,0.141756234
0.201500293,0.3189115,0.10070375,0.144760734,0.089363028,0.144760697
0.187896674,0.416032226,0.074165571,0.120858364,0.080188809,0.120858357
0.196933883,0.278903178,0.11970507,0.15283118,0.098795551,0.152831138
0.201369259,0.318472828,0.090597276,0.145787284,0.09798609,0.145787264
0.197319868,0.311687515,0.104922548,0.145914488,0.094241129,0.145914453
0.199148398,0.266947252,0.113879008,0.157059946,0.105905486,0.157059909
0.195799395,0.390269999,0.067266653,0.12713833,0.092387287,0.127138336
0.173465197,0.553301913,0.045543822,0.088536621,0.050615833,0.088536613
0.174357808,0.540036377,0.04686734,0.091325671,0.056087132,0.091325672
0.23152742,0.394298088,0.045020601,0.116460758,0.09623232,0.116460813
0.195235617,0.484633486,0.054594029,0.101938945,0.06165898,0.101938942
0.271817881,0.318432108,0.081418367,0.137094375,0.054142961,0.137094308
0.178610289,0.533948152,0.048227745,0.09114093,0.056931955,0.09114093
0.216843725,0.449188334,0.045617188,0.107915848,0.072519033,0.107915873
0.264776444,0.326720194,0.079370395,0.135754777,0.057623462,0.135754727
0.186860129,0.494396332,0.053143723,0.099647163,0.066305482,0.099647171
0.221288492,0.455480559,0.041928383,0.103972602,0.073357332,0.103972632
0.218756853,0.404454799,0.068072108,0.12195759,0.064801092,0.121957557
0.200874565,0.521235255,0.040653505,0.092648256,0.051940165,0.092648254
0.19937261,0.481322938,0.05353229,0.103452444,0.058867281,0.103452436
0.192377081,0.532835339,0.038820118,0.090090267,0.055786915,0.09009028
0.176477347,0.541286879,0.049814887,0.090928901,0.0505631,0.090928886
0.169466125,0.555528164,0.047387421,0.087817003,0.051984291,0.087816997
0.199615563,0.464931804,0.042837205,0.105406499,0.081802391,0.105406538
0.182726159,0.489426113,0.059230367,0.104119597,0.060378181,0.104119583
0.20455052,0.482319928,0.03950339,0.099891973,0.07384218,0.09989201
0.183979749,0.477521618,0.061325125,0.107214832,0.062743857,0.107214819
0.185970447,0.459535936,0.06389633,0.111069992,0.06845731,0.111069985
0.208932898,0.479017418,0.039735671,0.099555282,0.073203415,0.099555315
0.184114093,0.550301131,0.038377033,0.087471052,0.052265635,0.087471056
0.189040709,0.547824122,0.034593747,0.085416008,0.057709384,0.08541603
0.204402702,0.309853035,0.093263806,0.148116128,0.096248228,0.148116102
0.169252988,0.506775946,0.056353724,0.100170875,0.06727559,0.100170877
0.177956622,0.433318559,0.079826668,0.116530207,0.075837751,0.116530194
0.190415387,0.360865348,0.09637678,0.130480547,0.091381396,0.130480541
0.113564352,0.091322342,0.409315517,0.152982421,0.079833034,0.152982334
0.132951117,0.106288807,0.34206083,0.167230089,0.084239186,0.167229971
0.138864471,0.115117224,0.316051811,0.166866688,0.096233203,0.166866604
0.135141798,0.090596502,0.260353235,0.203964462,0.105979648,0.203964355
0.127576505,0.090965719,0.320981519,0.183741773,0.092992825,0.183741659
0.125479071,0.091796758,0.37360573,0.166319582,0.076479412,0.166319446
0.10833202,0.081444914,0.42421578,0.155706042,0.074595289,0.155705956
0.106366155,0.082022607,0.439137676,0.149462098,0.073549449,0.149462014
0.106644732,0.079512688,0.436695747,0.151602058,0.073942804,0.151601971
0.113952968,0.088456195,0.410921854,0.153605398,0.079458268,0.153605317
0.083209137,0.057168918,0.528209543,0.137025069,0.057362374,0.137024959
0.083991931,0.060268289,0.523368573,0.136544993,0.059281317,0.136544896
0.085515187,0.063859297,0.529840038,0.130608497,0.059568571,0.130608409
0.098484012,0.073426901,0.476483365,0.142716145,0.066173533,0.142716044
0.1421444,0.106014332,0.246053279,0.191390578,0.123006911,0.1913905
0.143733397,0.091993616,0.165734797,0.22014516,0.158247911,0.220145119
0.118586624,0.097164426,0.40096739,0.152424341,0.078432974,0.152424245
0.13317793,0.115711968,0.348691523,0.157200286,0.088018093,0.157200199
0.117638939,0.087874489,0.393225043,0.159366826,0.082527984,0.15936672
0.115701618,0.085801647,0.38647445,0.163863763,0.084294867,0.163863655
0.109778841,0.080726733,0.416374515,0.158528799,0.076062437,0.158528674
0.109510075,0.090048712,0.444859338,0.14348736,0.068607251,0.143487263
0.125568277,0.079257814,0.310305487,0.200847977,0.083172673,0.200847773
0.124145832,0.089906226,0.331605217,0.178978142,0.096386564,0.17897802
0.13842431,0.112328979,0.296336439,0.173857104,0.10519615,0.173857018
0.122715391,0.092718335,0.355958093,0.169100513,0.090407271,0.169100397
0.129378177,0.100662923,0.336247489,0.170819694,0.092072134,0.170819582
0.107482347,0.081836766,0.438630727,0.150408227,0.071233833,0.150408099
0.147355218,0.100119437,0.293605119,0.187293974,0.084332424,0.187293829
0.119297937,0.100305997,0.408883173,0.147663332,0.076186323,0.147663239
0.149098088,0.134466497,0.275867367,0.16916825,0.102231628,0.16916817
0.12562642,0.104635936,0.37067838,0.157797229,0.083464903,0.157797132
0.128491218,0.0976039,0.314332659,0.178824514,0.10192329,0.178824419
0.131903922,0.09367546,0.253645595,0.200420168,0.119934788,0.200420067
