C1,C2,C3,C4
0.145487527,0.242813225,0.184738589,0.426960659
0.157218706,0.250538746,0.189877268,0.40236528
0.153146625,0.249718864,0.183673416,0.413461095
0.097361204,0.188646184,0.107576048,0.606416565
0.09243284,0.169185446,0.097374332,0.641007382
0.071794372,0.132377224,0.061084991,0.734743413
0.086731062,0.153865403,0.079228642,0.680174893
0.085281474,0.164782218,0.08795225,0.661984058
0.08683573,0.167801434,0.09045951,0.654903326
0.143039641,0.239473446,0.184544842,0.432942071
0.072882112,0.13973057,0.071274845,0.716112472
0.738643797,0.12481246,0.053152445,0.083391298
0.724119868,0.130360343,0.056733757,0.088786031
0.724916157,0.137531582,0.060999496,0.076552765
0.343540156,0.280132042,0.206849386,0.169478416
0.582119295,0.199219774,0.094236058,0.124424873
0.537186532,0.218323921,0.106983806,0.137505741
0.582249934,0.19935763,0.094196993,0.124195443
0.699887449,0.152609571,0.066421838,0.081081141
0.760175093,0.119059175,0.048741562,0.07202417
0.76404632,0.116792129,0.048143807,0.071017745
0.688407054,0.144326765,0.066492994,0.100773187
0.735306927,0.127045254,0.057397272,0.080250547
0.727657075,0.129286792,0.058447287,0.084608846
0.689456164,0.143793213,0.066307854,0.100442769
0.725400941,0.130525248,0.059029273,0.085044538
0.72739933,0.129636177,0.058536868,0.084427625
0.682596332,0.146417264,0.067866033,0.103120371
0.718903877,0.133154538,0.06073894,0.087202645
0.718903877,0.133154538,0.06073894,0.087202645
0.703837306,0.138444644,0.063536699,0.09418135
0.689456164,0.143793213,0.066307854,0.100442769
0.715544261,0.134257195,0.061274119,0.088924425
0.732033951,0.127862928,0.05778181,0.082321312
0.183352515,0.254002701,0.38703512,0.175609664
0.700825934,0.139519295,0.063143406,0.096511365
0.696176205,0.141222484,0.064407792,0.098193519
0.723884276,0.130342324,0.058220366,0.087553034
0.777067003,0.108997388,0.047863679,0.06607193
0.744316683,0.123300566,0.052922429,0.079460322
0.667311563,0.157424214,0.072861698,0.102402525
0.713604694,0.14004804,0.060103826,0.08624344
0.772372068,0.110698771,0.046793694,0.070135467
0.683899209,0.147469457,0.069732592,0.098898742
0.683899209,0.147469457,0.069732592,0.098898742
0.625095936,0.172862181,0.087466286,0.114575597
0.696786136,0.141655999,0.066042657,0.095515208
0.692132198,0.142722044,0.065965209,0.099180549
0.535158468,0.211891947,0.108550337,0.144399248
0.719850264,0.132596697,0.060337682,0.087215357
0.685010526,0.14549286,0.067207765,0.102288849
0.359995748,0.279469832,0.197570059,0.162964361
0.697274369,0.141054761,0.065433616,0.096237255
0.684889492,0.145533889,0.067235378,0.102341241
0.730497156,0.127808004,0.057100805,0.084594035
0.517276139,0.207463164,0.090762393,0.184498304
0.306219937,0.270037423,0.182953566,0.240789073
0.719838545,0.136306752,0.060666817,0.083187885
0.556164521,0.210641143,0.101673234,0.131521102
0.538391124,0.218200666,0.106940898,0.136467312
0.744934871,0.122985729,0.055066496,0.077012903
0.599053967,0.18987636,0.089197901,0.121871772
0.240926874,0.276704064,0.123103361,0.359265701
0.194802077,0.270156987,0.171742819,0.363298117
0.170214539,0.322271268,0.252071534,0.255442659
0.21663219,0.285848973,0.125781782,0.371737055
0.201192838,0.280529296,0.146827252,0.371450614
0.185875547,0.281865527,0.199933998,0.332324927
0.312105523,0.286373107,0.103577813,0.297943557
0.229182579,0.306634219,0.170138675,0.294044528
0.210629157,0.29622086,0.190980315,0.302169668
0.207984241,0.288968224,0.270957166,0.23209037
0.363091209,0.273932221,0.101227585,0.261748985
0.242930101,0.312752972,0.168184429,0.276132499
0.214944914,0.272067543,0.140571166,0.372416377
0.230269114,0.275362999,0.307130032,0.187237855
0.222605295,0.265642327,0.315558564,0.196193814
0.309705171,0.293522079,0.233202055,0.163570694
0.188626181,0.251034673,0.358694823,0.201644323
0.228478096,0.269545776,0.305167064,0.196809065
0.265800992,0.295225384,0.261582918,0.177390706
0.244160973,0.271498742,0.271862183,0.212478102
0.270859206,0.302514774,0.255723243,0.170902778
0.14842044,0.24142971,0.157856251,0.452293598
0.137138357,0.228146806,0.132314007,0.50240083
0.148372049,0.244674811,0.166317544,0.440635597
0.14886762,0.249646334,0.167998729,0.433487317
0.136882659,0.218572094,0.126274057,0.518271189
0.161822589,0.255267339,0.195592315,0.387317757
0.162500914,0.252471636,0.152594198,0.432433252
0.155833731,0.249234237,0.173911661,0.421020372
0.172678463,0.262362331,0.188092106,0.3768671
0.154968432,0.229353236,0.115085221,0.500593111
0.089652824,0.171010946,0.08059204,0.65874419
0.098838942,0.174612848,0.08222109,0.64432712
0.15253398,0.203434463,0.072396651,0.571634905
0.103912063,0.185323256,0.091475819,0.619288862
0.095116729,0.259355915,0.13831615,0.507211206
0.097374274,0.169093529,0.082367457,0.651164741
0.118622525,0.193650127,0.074898954,0.612828394
0.100626179,0.254015644,0.133542898,0.511815279
0.11180042,0.18129461,0.089463561,0.617441409
0.11591736,0.182262869,0.066986709,0.634833062
0.109155275,0.220302793,0.114961302,0.55558063
0.085784779,0.169891586,0.067408613,0.676915022
0.099910391,0.190202976,0.090323059,0.619563573
0.092724745,0.165648488,0.064521839,0.677104928
0.088985725,0.173731104,0.087337818,0.649945353
0.09249075,0.169446648,0.083718137,0.654344465
0.135400943,0.192379599,0.071876043,0.600343416
0.106383744,0.196335692,0.103534718,0.593745847
0.119933213,0.179435304,0.064552017,0.636079466
0.110418208,0.201455319,0.107116557,0.581009917
0.119333006,0.205733516,0.11024575,0.564687728
0.116801597,0.17649122,0.064221667,0.642485516
0.088880383,0.16477241,0.065582822,0.680764385
0.093457907,0.154499101,0.056353056,0.695689936
0.159787034,0.256046347,0.157122577,0.427044042
0.11985167,0.190998165,0.100057847,0.589092318
0.131212811,0.211015829,0.135893441,0.521877919
0.151304922,0.223383636,0.155743162,0.469568281
0.13442829,0.209475468,0.513722006,0.142374237
0.136031418,0.230348323,0.473413518,0.160206742
0.156357566,0.236119842,0.430944029,0.176578564
0.17952379,0.272256417,0.402744024,0.145475769
0.153813902,0.243127259,0.461265562,0.141793276
0.123552111,0.223781707,0.513200473,0.139465709
0.128559454,0.208461465,0.533763106,0.129215975
0.126474962,0.20262344,0.540941697,0.1299599
0.12639965,0.203611087,0.543769687,0.126219577
0.134545081,0.210336103,0.515631085,0.13948773
0.098188739,0.172342247,0.63922914,0.090239875
0.10300608,0.173122282,0.628220346,0.095651292
0.104819212,0.173387778,0.618890734,0.102902276
0.113041869,0.191224748,0.579655044,0.116078339
0.199212065,0.260661759,0.373002022,0.167124154
0.267440172,0.299499614,0.27934732,0.153712895
0.129463854,0.209707162,0.512167989,0.148660995
0.143260901,0.222737133,0.458386181,0.175615784
0.133874947,0.212443533,0.518376705,0.135304815
0.137091133,0.213772233,0.517471936,0.131664698
0.121208174,0.20106188,0.556912574,0.120817372
0.114807266,0.195766279,0.55148394,0.137942515
0.133346294,0.247872485,0.498237674,0.120543548
0.153789887,0.231178325,0.477606517,0.137425271
0.168856862,0.240914372,0.418224161,0.172004606
0.144151509,0.222665678,0.492592672,0.140590142
0.147669662,0.229612174,0.469804699,0.152913466
0.112763002,0.191966393,0.573883255,0.121387351
0.13869385,0.25669884,0.447513156,0.157094154
0.125861697,0.20546961,0.515145553,0.15352314
0.163925229,0.241712595,0.392494193,0.201867983
0.135510464,0.21475229,0.491520709,0.158216537
0.164618336,0.234228671,0.450732665,0.150420328
0.196105518,0.258195064,0.398379261,0.147320157
0.104010983,0.190169305,0.582815692,0.12300402
0.168202957,0.231850106,0.402489774,0.197457162
0.111592766,0.188235088,0.575367851,0.124804295
0.151523386,0.232534448,0.422550441,0.193391725
0.179758574,0.240037825,0.440755493,0.139448107
0.115786328,0.196017757,0.553302741,0.134893174
0.154074732,0.227680107,0.433813648,0.184431513
0.142875191,0.221801771,0.477318632,0.158004407
0.142508578,0.23870283,0.464511474,0.154277118
0.153327287,0.236495129,0.436093248,0.174084337
0.160505103,0.244059007,0.397415601,0.198020289
0.166442363,0.242552362,0.379499917,0.211505358
0.150260132,0.219836334,0.475802418,0.154101117
0.160771643,0.225361709,0.436818478,0.17704817
0.1578384,0.237821405,0.402727224,0.201612971
0.163835502,0.234558758,0.443010544,0.158595195
0.166467677,0.233978289,0.424078203,0.175475831
0.175586937,0.240650232,0.408878515,0.174884315
0.176720051,0.239444672,0.398438426,0.185396852
0.1474338,0.22194362,0.484839077,0.145783503
0.149988112,0.21965147,0.473319755,0.157040664
0.192265549,0.315325978,0.317715564,0.174692909
0.140641345,0.228039428,0.508349781,0.122969446
0.143965684,0.222792431,0.473054495,0.160187389
0.135571087,0.210393897,0.513480631,0.140554385
0.09913959,0.167747153,0.643777378,0.089335879
0.151253154,0.222531567,0.464550504,0.161664775
0.180662841,0.243870572,0.428222401,0.147244186
0.089883677,0.162566096,0.653974302,0.093575925
0.11089241,0.187313419,0.591790732,0.110003439
0.151652985,0.2389946,0.440390504,0.168961911
0.134109662,0.218148421,0.519450081,0.128291835
0.158661482,0.234556251,0.410901779,0.195880488
0.213406069,0.300565415,0.3084656,0.177562915
0.140583372,0.218075897,0.494357811,0.14698292
0.15568748,0.239444782,0.420213777,0.18465396
0.1624645,0.239614551,0.427411544,0.170509405
0.195252903,0.267228828,0.333403118,0.204115151
0.185599257,0.259603014,0.338004742,0.216792987
0.256618487,0.268450444,0.293811394,0.181119675
0.256904371,0.269356666,0.292509643,0.18122932
0.267131323,0.271270071,0.284667221,0.176931386
0.163433786,0.261283513,0.371969109,0.203313592
0.132005105,0.226095416,0.485731016,0.156168463
0.29254804,0.278710963,0.256578594,0.172162403
0.17003897,0.247620114,0.375150247,0.207190669
0.156289396,0.256204234,0.408131288,0.179375081
0.531634722,0.227762572,0.123081899,0.117520807
0.393419863,0.269649818,0.188539824,0.148390495
0.153345927,0.229342781,0.439103917,0.178207376
0.158022579,0.255943241,0.377028807,0.209005373
0.153039253,0.258847455,0.425680302,0.16243299
0.149367684,0.25269307,0.421245508,0.176693737
0.263216935,0.266083743,0.297969921,0.1727294
0.24495247,0.276991698,0.295511108,0.182544724
0.740167592,0.126006763,0.055671934,0.078153712
0.713700019,0.134762866,0.060634046,0.09090307
0.320044905,0.382630789,0.157586522,0.139737784
0.180106723,0.245870018,0.40475321,0.169270049
0.163918726,0.229787195,0.442222086,0.164071992
0.600676676,0.213412956,0.086680078,0.09923029
0.238121006,0.26986906,0.304318138,0.187691795
0.249698959,0.271973261,0.30628102,0.17204676
0.536886662,0.237969424,0.106184153,0.11895976
0.21769005,0.274476041,0.30859205,0.199241859
0.293198085,0.277281862,0.262578209,0.166941844
0.29829886,0.28099992,0.245648745,0.175052475
0.171536642,0.23684266,0.444779457,0.146841241
0.167238142,0.240812114,0.450392327,0.141557418
0.222623932,0.261520245,0.344692868,0.171162956
0.264873668,0.268440588,0.282798773,0.183886972
0.264669197,0.26847755,0.283004437,0.183848816
0.278625995,0.273423188,0.265870313,0.182080505
0.289931568,0.283098402,0.269870482,0.157099548
0.32129692,0.276982862,0.235965406,0.165754811
0.327659959,0.274098843,0.232844432,0.165396765
0.340728965,0.27626289,0.228648604,0.154359542
0.301610326,0.273437638,0.274634099,0.150317937
0.299343385,0.278851195,0.251961468,0.169843952
0.74229065,0.135964529,0.055721663,0.066023158
0.407797059,0.299806061,0.166391931,0.126004949
0.17156697,0.304743602,0.349612278,0.17407715
0.142322185,0.284711207,0.399694697,0.173271911
0.145179725,0.347904047,0.257031444,0.249884783
0.140792962,0.319232595,0.243554693,0.29641975
0.145117063,0.277322315,0.097493553,0.480067069
0.124479037,0.308534741,0.094282453,0.472703768
0.130401016,0.336945875,0.097508276,0.435144832
0.129374826,0.308249857,0.140952486,0.42142283
0.146433791,0.360364235,0.176139086,0.317062888
0.152863417,0.355012857,0.200232987,0.291890739
0.162606222,0.34057505,0.224204626,0.272614103
0.159527691,0.322915639,0.241883251,0.275673419
0.159732642,0.281929289,0.385408718,0.172929351
0.091443395,0.151997533,0.068071219,0.688487853
0.08695462,0.148660048,0.066325786,0.698059547
0.098662856,0.15863448,0.072336654,0.67036601
0.08946722,0.147425586,0.064164839,0.698942355
0.092656002,0.153088521,0.069197432,0.685058045
0.090557103,0.145911006,0.060229361,0.70330253
0.106418461,0.205321739,0.099786795,0.588473005
0.110131505,0.212307358,0.104671405,0.572889731
0.105732903,0.200024761,0.0969011,0.597341236
0.101691229,0.195901046,0.091155859,0.611251867
0.103409017,0.201069009,0.097616839,0.597905135
0.092020536,0.179360666,0.076745501,0.651873298
0.123006944,0.193619686,0.108826142,0.574547228
0.117047727,0.195622071,0.116307572,0.57102263
0.118234387,0.203212671,0.123978789,0.554574152
0.119087075,0.207464221,0.127876914,0.54557179
0.119437663,0.209738998,0.12943653,0.54138681
0.119638509,0.20941798,0.127612084,0.543331428
0.131355102,0.192386837,0.082045049,0.594213012
0.092314331,0.154163394,0.07558063,0.677941644
0.090374564,0.149338958,0.06567834,0.694608138
0.094925317,0.156161747,0.07422664,0.674686296
0.083530371,0.145728588,0.074596826,0.696144215
0.128223565,0.206124114,0.130528007,0.535124313
0.103657058,0.177364673,0.103825105,0.615153164
0.087708363,0.149758931,0.07650328,0.686029425
0.100529687,0.169415765,0.089835237,0.640219311
0.091800641,0.153525662,0.077974427,0.67669927
0.105037546,0.165074808,0.068282984,0.661604662
0.111651833,0.170928405,0.08079256,0.636627202
0.133273672,0.193519055,0.101466214,0.571741059
0.115473581,0.177603773,0.090540891,0.616381755
0.108450731,0.184662807,0.113208869,0.593677592
0.096789377,0.156028073,0.064433896,0.682748653
0.081811352,0.143520396,0.073486933,0.70118132
0.077590087,0.136102536,0.067106344,0.719201033
0.123707046,0.180101539,0.083126328,0.613065087
0.123448232,0.200847583,0.122109233,0.553594953
0.088330248,0.15087558,0.077910781,0.682883391
0.28712692,0.305179498,0.209434531,0.198259051
0.173907251,0.25107907,0.362559927,0.212453753
0.3489105,0.284039124,0.151680475,0.2153699
0.479600717,0.235752599,0.151864089,0.132782595
0.268356658,0.276058315,0.280693201,0.174891826
0.394875505,0.281922898,0.146514518,0.176687078
0.378220884,0.299738901,0.134502844,0.187537371
0.521912424,0.244823835,0.11252746,0.120736281
0.655265644,0.175395485,0.071280559,0.098058312
0.707122823,0.146652433,0.06270357,0.083521174
0.661052778,0.187775872,0.074950703,0.076220647
0.688474413,0.150974308,0.067858189,0.092693089
0.8244347,0.08820738,0.037670185,0.049687735
0.463119016,0.247464859,0.134594665,0.154821461
0.576538652,0.208767114,0.096569481,0.118124754
0.752067653,0.1242514,0.053868165,0.069812782
0.569744543,0.216266827,0.098483498,0.115505133
0.752670913,0.12664209,0.053603332,0.067083665
0.366179733,0.294120626,0.174386511,0.16531313
0.355844064,0.303437257,0.180110527,0.160608151
0.368198166,0.284659926,0.179969739,0.167172169
0.587577203,0.216033769,0.092417578,0.10397145
0.575253373,0.22920008,0.095254486,0.100292061
0.757294735,0.121039412,0.049142147,0.072523706
0.173159878,0.234773901,0.387315721,0.2047505
0.158948472,0.250777001,0.427377838,0.16289669
0.156986123,0.264955734,0.409164432,0.168893711
0.145656552,0.22173668,0.494168461,0.138438307
0.164758073,0.229527493,0.433401578,0.172312856
0.145558548,0.269680602,0.452199719,0.132561131
0.128180179,0.200564973,0.527969421,0.143285427
0.095091969,0.169099406,0.638224172,0.097584452
0.119912845,0.190768424,0.557284839,0.132033892
0.133024315,0.214231593,0.48640936,0.166334732
0.159849049,0.246367415,0.384629592,0.209153943
0.168667793,0.252247599,0.387555765,0.191528844
0.169552372,0.279079984,0.352921736,0.198445909
0.106448179,0.196830107,0.581248429,0.115473286
0.139105478,0.278659775,0.447219982,0.135014765
0.160445434,0.251743377,0.395717937,0.192093252
0.157099688,0.244921099,0.424080793,0.173898419
0.13331658,0.232115147,0.500959424,0.13360885
0.191347456,0.258766933,0.351229419,0.198656192
0.469079772,0.285410371,0.12834444,0.117165417
0.313836792,0.280553535,0.238235173,0.1673745
0.334133408,0.295021088,0.196359606,0.174485899
0.297333785,0.288775872,0.199029131,0.214861212
0.304042039,0.292454915,0.196902825,0.206600221
0.338322324,0.298200931,0.178643288,0.184833458
0.319121058,0.29739687,0.191178533,0.192303539
0.14040535,0.355391469,0.254184226,0.250018954
0.366950462,0.311329289,0.156844279,0.16487597
0.230421657,0.320725631,0.306609561,0.14224315
0.38362136,0.264850623,0.164846462,0.186681556
0.559565888,0.227148294,0.094059373,0.119226446
0.396618725,0.276826646,0.151938054,0.174616574
0.386964444,0.284654857,0.157373491,0.171007208
0.600511068,0.207490548,0.081273841,0.110724543
0.214369891,0.293497855,0.297490742,0.194641512
0.184576082,0.259070098,0.371734536,0.184619285
0.12336188,0.201322343,0.547975496,0.127340281
0.253715149,0.345440585,0.230026593,0.170817673
