C1,C2,C3,C4
0.096019241,0.200592411,0.591074891,0.112313457
0.159504162,0.240782901,0.403976822,0.195736116
0.157568261,0.238852776,0.429142736,0.174436227
0.141226482,0.308974628,0.375743329,0.174055561
0.172469613,0.233794417,0.424337122,0.169398848
0.176251859,0.235125422,0.409782773,0.178839946
0.182348662,0.274977556,0.366257119,0.176416663
0.159080527,0.241971155,0.439849747,0.159098571
0.371395858,0.318424219,0.171659175,0.138520748
0.416472556,0.289980353,0.107918232,0.18562886
0.411698528,0.28731634,0.129043963,0.171941169
0.760249246,0.122702415,0.047970323,0.069078017
0.36365365,0.339620149,0.143044098,0.153682103
0.271275937,0.306101735,0.192663471,0.229958858
0.826279633,0.088961773,0.037816795,0.046941799
0.367171782,0.267708114,0.180375899,0.184744205
0.301005272,0.333320801,0.215299347,0.150374581
0.112059303,0.204757868,0.582572774,0.100610055
0.139297275,0.214929791,0.4865226,0.159250334
0.145403279,0.228374315,0.456701678,0.169520729
0.129621115,0.224671857,0.487979682,0.157727346
0.153169337,0.227971884,0.442162387,0.176696391
0.156277628,0.241633817,0.48152862,0.120559935
0.332932758,0.282638749,0.238956992,0.1454715
0.423526484,0.284512842,0.141554113,0.150406561
0.377934533,0.277243139,0.165085812,0.179736516
0.257774024,0.269794759,0.281271828,0.19115939
0.336268934,0.292513352,0.185066769,0.186150944
0.147332321,0.218542426,0.491490588,0.142634665
0.153315043,0.221573775,0.47073696,0.154374221
0.123019399,0.218270431,0.509966909,0.148743262
0.143298085,0.223294137,0.482182578,0.1512252
0.17906657,0.277865205,0.342293945,0.200774279
0.166101968,0.239110289,0.408706567,0.186081176
0.310018792,0.299946311,0.179809915,0.210224981
0.468685049,0.273885131,0.115737137,0.141692684
0.309024363,0.318846372,0.180371181,0.191758085
0.776319872,0.113291252,0.048927417,0.061461459
0.276166097,0.318577315,0.215630389,0.189626199
0.182188459,0.277903225,0.365903903,0.174004412
0.212878747,0.303172945,0.346278481,0.137669826
0.212664361,0.312779515,0.304479912,0.170076212
0.331096503,0.314215062,0.152861338,0.201827097
0.202608925,0.251868996,0.369007397,0.176514683
0.310816209,0.297781977,0.192921254,0.19848056
0.312441612,0.2901316,0.197045756,0.200381032
0.129164994,0.213646269,0.50331892,0.153869818
0.23904286,0.286407556,0.284466394,0.19008319
0.423465809,0.257943843,0.138356352,0.180233996
0.252970236,0.301950299,0.233734877,0.211344588
0.385516503,0.283946097,0.155298876,0.175238524
0.22806543,0.298216012,0.216610837,0.257107721
0.361776452,0.286406402,0.187874798,0.163942348
0.352006429,0.292775543,0.194234248,0.16098378
0.321698096,0.27204455,0.225050542,0.181206813
0.278928416,0.27319809,0.24931179,0.198561704
0.624855137,0.186432127,0.079275726,0.10943701
0.275629056,0.274606172,0.253108902,0.19665587
0.138309829,0.325215092,0.371730117,0.164744962
0.460562834,0.262095293,0.124062846,0.153279028
0.769645707,0.126944752,0.047939163,0.055470378
0.762650002,0.127490879,0.049742266,0.060116853
0.23411208,0.302984811,0.262570235,0.200332875
0.502483648,0.246094516,0.147509629,0.103912206
0.534945077,0.219853521,0.107950668,0.137250734
0.779876225,0.115719108,0.049245417,0.05515925
0.357341939,0.287819665,0.208955476,0.14588292
0.401994628,0.262632708,0.164881648,0.170491015
0.656716079,0.177662741,0.070824608,0.094796572
0.409375788,0.272999536,0.146721556,0.17090312
0.6918167,0.144667935,0.065861244,0.097654121
0.765398494,0.122669204,0.048343394,0.063588908
0.311252712,0.319755031,0.188487828,0.18050443
0.568448852,0.212213311,0.107739673,0.111598163
0.132287362,0.237944724,0.469271299,0.160496615
0.48708344,0.255130091,0.129312524,0.128473944
0.336253574,0.291497544,0.223238356,0.149010526
0.54132824,0.225573305,0.113547631,0.119550824
0.66126787,0.169656308,0.076049297,0.093026525
0.227901027,0.274370492,0.299683072,0.19804541
0.184400185,0.26387995,0.3481897,0.203530166
0.439116992,0.271155532,0.149952716,0.139774759
0.498026569,0.254960988,0.123972742,0.123039701
0.480896266,0.266923377,0.129872783,0.122307574
0.680909779,0.167927589,0.072027549,0.079135084
0.627236176,0.195990945,0.088548469,0.08822441
0.65949861,0.187640729,0.073778764,0.079081897
0.18816279,0.28941329,0.15300644,0.36941748
0.16098704,0.283981334,0.335760336,0.21927129
0.647133882,0.181446013,0.081274312,0.090145793
0.322936688,0.270987209,0.217361522,0.188714581
0.312366693,0.27068927,0.225663542,0.191280495
0.323850444,0.271925941,0.219281326,0.18494229
0.320357873,0.291791472,0.192453706,0.195396949
0.529686117,0.228868808,0.115369126,0.126075949
0.527494563,0.232559476,0.117492009,0.122453952
0.157917948,0.244669102,0.433959759,0.163453191
0.230294064,0.296857208,0.286477481,0.186371247
0.326860088,0.289711632,0.16152354,0.22190474
0.493747339,0.247182726,0.134435624,0.124634311
0.482670804,0.265089537,0.121900699,0.13033896
0.496574642,0.252231471,0.116995482,0.134198405
0.574063384,0.20819343,0.093866254,0.123876932
0.56752334,0.214564017,0.099059138,0.118853505
0.350888112,0.276002881,0.192989209,0.180119797
0.361163831,0.289197957,0.17768865,0.171949562
0.368327184,0.283194891,0.173431244,0.175046681
0.161430912,0.236482889,0.409346024,0.192740175
0.360158161,0.288481857,0.196467195,0.154892787
0.411452726,0.268199128,0.157925921,0.162422225
0.50444432,0.242636411,0.117598496,0.135320774
0.328273628,0.292154953,0.192330112,0.187241307
0.305321535,0.282108031,0.239111077,0.173459358
0.477049089,0.244648318,0.123629999,0.154672594
0.28223843,0.297777094,0.213435035,0.206549441
0.315842429,0.29813521,0.195288748,0.190733613
0.345149835,0.293789139,0.178271632,0.182789394
0.346323029,0.298399061,0.179018941,0.176258969
0.33603571,0.273678646,0.189908047,0.200377597
0.332966803,0.276192462,0.19232621,0.198514524
0.344213729,0.276030838,0.19910898,0.180646453
0.378525404,0.272866602,0.162958513,0.185649481
0.393952755,0.266356163,0.158890824,0.180800257
0.357637552,0.279810327,0.180209237,0.182342883
0.169354152,0.251117187,0.35722323,0.222305431
0.26992596,0.301063499,0.237411975,0.191598566
0.305809142,0.293249167,0.203748899,0.197192792
0.301086495,0.297040718,0.207597873,0.194274914
0.364402564,0.272204538,0.173044132,0.190348765
0.313729249,0.278127049,0.200529032,0.207614671
0.315132808,0.276819864,0.199291115,0.208756213
0.32751369,0.274876466,0.196566059,0.201043785
0.309769034,0.277845695,0.211606217,0.200779054
0.254463844,0.278785974,0.243561157,0.223189025
0.266778097,0.273689364,0.250002845,0.209529694
0.316737036,0.274944849,0.199282253,0.209035862
0.307689117,0.275342191,0.201957316,0.215011376
0.297067811,0.2762177,0.212309,0.21440549
0.276570092,0.278709436,0.227611571,0.2171089
0.240708804,0.26788809,0.275128591,0.216274516
0.238866749,0.268447038,0.277925369,0.214760844
