C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11
0.006710347,0.002493504,0.07988175,9.58E-05,0.412457283,0.007154228,0.00133565,0.001495932,0.003996917,0.0005615,0.483817056
0.017026827,0.0070274,0.134643665,0.000305279,0.496238213,0.018664445,0.003761348,0.004591679,0.010530212,0.001720922,0.30549001
0.005132096,0.001814328,0.101532719,6.53E-05,0.330081411,0.005680566,0.000934907,0.001103753,0.002869862,0.000391274,0.550393777
0.013903522,0.005329593,0.115226127,0.000214127,0.464487797,0.014415176,0.002856221,0.003172005,0.008587049,0.001246723,0.37056166
0.006350024,0.002244775,0.077409594,8.15E-05,0.357563542,0.006575153,0.001141472,0.001268625,0.003640295,0.000491373,0.543233665
0.006729878,0.002445524,0.078952802,9.16E-05,0.303268574,0.007045329,0.001316615,0.001433591,0.004020373,0.000544707,0.594151035
0.015191669,0.006098764,0.113417965,0.000258763,0.487111712,0.015837207,0.003291148,0.003715342,0.009587339,0.001480254,0.344009836
0.008112444,0.002966753,0.088236325,0.00011125,0.487922938,0.008499249,0.001498691,0.001696207,0.004759031,0.000664085,0.395533027
0.012624588,0.004901187,0.105981103,0.00019804,0.403999693,0.013125982,0.002698544,0.002919819,0.007723916,0.001148323,0.444678805
0.010250918,0.003993167,0.09228098,0.000163142,0.46279112,0.010755714,0.002201198,0.002420918,0.0063337,0.000943064,0.40786608
0.004558281,0.001709291,0.059104527,6.56E-05,0.601837564,0.004961447,0.000878152,0.001023643,0.002654568,0.000385914,0.322820984
0.010696264,0.004174754,0.092120181,0.00017031,0.460803248,0.011137264,0.002270065,0.002503241,0.006579197,0.000988036,0.408557438
0.010041923,0.00380186,0.08979296,0.000149392,0.449296917,0.010325356,0.002006595,0.00220365,0.006090018,0.000877103,0.425414225
0.01415699,0.005628211,0.114059154,0.000233504,0.508584945,0.014934568,0.002930526,0.003420639,0.008736789,0.001343329,0.325971344
0.008995338,0.003378199,0.093164813,0.000130234,0.530088145,0.009529394,0.001715311,0.001977848,0.005328539,0.000765682,0.344926495
0.007894626,0.002848381,0.095790187,0.000103458,0.388069982,0.008336092,0.001419988,0.001592721,0.004485493,0.000621351,0.48883772
0.008607138,0.002900697,0.112839974,9.84E-05,0.238172043,0.008830514,0.001437506,0.001547571,0.004734233,0.000604156,0.620227739
0.008471839,0.002919204,0.112026345,0.000102737,0.295308764,0.008897234,0.001486665,0.001633221,0.004736378,0.000626602,0.563791012
0.017295039,0.007018133,0.118838513,0.000304223,0.41666227,0.017725997,0.004025193,0.00430887,0.011189495,0.001729045,0.400903222
0.014365141,0.00545115,0.10641442,0.000215295,0.354910631,0.014240794,0.002988472,0.003094268,0.00895857,0.00126765,0.48809361
0.015923663,0.006240565,0.116726406,0.000257141,0.441849094,0.016189006,0.003405255,0.003681064,0.010094005,0.001493382,0.384140418
0.005719906,0.002093104,0.063824409,7.94E-05,0.386298285,0.005918034,0.001109881,0.001217566,0.003420697,0.000471965,0.529846743
0.016175435,0.00643039,0.117125743,0.000268521,0.467765724,0.016639428,0.003409403,0.003812872,0.010158632,0.001546778,0.356667075
0.017096246,0.007008376,0.12123672,0.000306091,0.452957979,0.01785416,0.00389968,0.004405853,0.01099893,0.001732524,0.362503441
0.017399138,0.00716308,0.123107571,0.000314179,0.462963114,0.018247984,0.003986669,0.004526974,0.011162324,0.001778138,0.349350827
0.00753045,0.002714917,0.081535815,0.000102039,0.287769449,0.007741666,0.001501163,0.001586936,0.004571807,0.000606985,0.604338773
0.009345796,0.003482551,0.085686149,0.000135957,0.334661048,0.009504029,0.001946472,0.00205344,0.005789667,0.000801128,0.546593763
0.007496588,0.002672075,0.076586701,9.88E-05,0.241404575,0.007554982,0.001437473,0.001522163,0.004474078,0.000591754,0.656160861
0.023991327,0.008453266,0.172985497,0.000303948,0.253318539,0.023576671,0.004999974,0.004683502,0.014545659,0.001844374,0.491297242
0.014414811,0.005865835,0.115477878,0.000254773,0.480266131,0.015349303,0.003289257,0.003769811,0.009177296,0.001440507,0.350694399
0.009234445,0.00362346,0.085955179,0.000149261,0.540500375,0.009811261,0.001951725,0.002229366,0.005691228,0.00085895,0.339994749
0.013875529,0.005662418,0.109639565,0.000246117,0.484948417,0.014730166,0.003165231,0.003608345,0.008745445,0.001392533,0.353986233
0.007485695,0.002812033,0.079816482,0.000109986,0.440173833,0.007864687,0.001522204,0.001692604,0.004589176,0.000644305,0.453288994
0.009355536,0.00357661,0.088551895,0.000142444,0.511182142,0.009807984,0.001863365,0.002143236,0.005715007,0.000831081,0.3668307
0.008910208,0.003055257,0.150141881,0.000107801,0.293645518,0.009622822,0.001585906,0.001825809,0.005190939,0.000650603,0.525263256
0.010415718,0.003576772,0.144159482,0.000125932,0.25726895,0.010959578,0.001852796,0.002079743,0.006038313,0.000762109,0.562760607
0.008225929,0.003177409,0.088265918,0.000127624,0.492607826,0.008853671,0.001703507,0.001995704,0.004973129,0.000741414,0.38932787
0.022642631,0.009692916,0.139296385,0.000450936,0.42553354,0.023750934,0.00568301,0.006295032,0.014746825,0.002498599,0.349409193
0.014981944,0.006042328,0.119477636,0.000259651,0.461169986,0.015900872,0.003435715,0.003870247,0.009466517,0.001479975,0.363915129
0.011683311,0.0046609,0.100834167,0.000196318,0.466540648,0.012405159,0.002627825,0.002909604,0.007219332,0.001124383,0.389798353
0.014350907,0.005258154,0.152667186,0.000196046,0.285173657,0.015342646,0.002997559,0.003157743,0.00826163,0.001168332,0.511426141
0.009634092,0.003509252,0.133032113,0.000130632,0.321972634,0.010543871,0.001899357,0.002148778,0.005475512,0.000779776,0.510873984
0.007259761,0.002706423,0.084732043,0.000103305,0.358048714,0.007757532,0.001454114,0.001608758,0.004239976,0.000610584,0.531478789
0.00688026,0.002607893,0.088439054,0.000100969,0.425647556,0.007550324,0.001398099,0.001605618,0.003994505,0.000592193,0.461183529
0.007604892,0.002889889,0.105795032,0.00011238,0.485191278,0.008528293,0.001540628,0.001844372,0.00434782,0.000659938,0.381485479
0.005506038,0.001998134,0.091388834,7.35E-05,0.444766957,0.00610502,0.001030883,0.001209289,0.0030562,0.000440483,0.444424629
0.01062353,0.003923205,0.111510743,0.000148662,0.370120906,0.011123751,0.00213946,0.002297958,0.006184262,0.000889134,0.48103839
0.010096401,0.00380663,0.112766673,0.000145891,0.390579248,0.010920997,0.002005658,0.00229172,0.005926135,0.000858783,0.460601864
0.009778267,0.003535392,0.151243737,0.000127667,0.376825296,0.010961936,0.00180081,0.002102422,0.005474041,0.000763733,0.437386698
0.004628472,0.00167535,0.068669402,6.22E-05,0.507668254,0.005025589,0.000864023,0.000998684,0.002682196,0.000370377,0.407355413
0.014368593,0.005352199,0.140012578,0.000203877,0.320518171,0.015263321,0.002970338,0.003208367,0.008486301,0.00119998,0.488416275
0.007130508,0.002630844,0.088641083,9.93E-05,0.554993808,0.007735022,0.001328226,0.001561777,0.004163986,0.000587606,0.331127872
0.010888648,0.00376048,0.120680466,0.000132757,0.307453154,0.011127476,0.001938803,0.002076998,0.006348325,0.000808169,0.534784723
0.015813526,0.005706032,0.154885906,0.000211006,0.279565281,0.01644781,0.003126776,0.003402203,0.009224154,0.0012624,0.510354905
0.094498089,0.034690442,0.294495393,0.000929139,0.159947286,0.172722221,0.013694867,0.021417702,0.040132856,0.006052403,0.161419603
0.06393024,0.021747281,0.404086884,0.000607542,0.178829961,0.111742913,0.008316435,0.013546237,0.026616102,0.003930052,0.166646354
0.039044675,0.012928122,0.52733371,0.000375094,0.171777422,0.063228805,0.005143023,0.008132612,0.017059192,0.002384455,0.152592889
0.015830607,0.005523952,0.547619526,0.000181456,0.230620859,0.021331011,0.00243604,0.003507699,0.007716782,0.001115633,0.164116435
0.051266735,0.016896192,0.481951397,0.000478264,0.164378619,0.089016434,0.006711959,0.011655259,0.022075646,0.003063835,0.152505661
0.024637996,0.008461978,0.506697365,0.000267791,0.225068598,0.034087575,0.003542071,0.005302184,0.01145643,0.001673278,0.178804734
0.013193454,0.004814918,0.309177952,0.000171883,0.389327883,0.016441623,0.002365347,0.003036023,0.006921605,0.001029035,0.253520277
0.015324157,0.005878919,0.324572918,0.000222246,0.379699001,0.019910399,0.002968414,0.004237467,0.008269812,0.001303191,0.237613477
0.01995048,0.006990109,0.581157102,0.000227869,0.189675834,0.028936822,0.003134176,0.004768639,0.009617685,0.001400189,0.154141096
0.015786766,0.006238133,0.197358175,0.000246165,0.504873487,0.019160548,0.00300063,0.004148339,0.008777325,0.001432572,0.238977861
0.009209024,0.003386829,0.214244099,0.000123566,0.528004813,0.011204398,0.001642151,0.002189078,0.004960254,0.000738865,0.224296923
0.007602661,0.002804224,0.161099312,0.000102897,0.601584532,0.00905913,0.001351588,0.001763116,0.004133013,0.000613484,0.209886042
0.010550984,0.003930079,0.16221723,0.000146625,0.557373099,0.012267575,0.001919483,0.002444996,0.005822066,0.000874127,0.242453736
0.011785478,0.004152729,0.268757156,0.000142035,0.439666366,0.014054359,0.001895652,0.00244608,0.00605741,0.000869662,0.250173074
0.013462319,0.004530183,0.471065578,0.00014772,0.27397941,0.01655162,0.002032067,0.002675965,0.00665633,0.000915927,0.20798288
0.010105571,0.003185968,0.665490593,9.72E-05,0.147027216,0.012380688,0.001395778,0.001777657,0.004834374,0.000611346,0.153093573
0.021519572,0.00674116,0.576648828,0.000198002,0.1866148,0.027833709,0.002695438,0.003726411,0.009796985,0.001261948,0.162963149
0.012697283,0.004470038,0.37460926,0.000152954,0.357349795,0.015887366,0.002046826,0.00276374,0.006656067,0.000925718,0.222440952
0.012724189,0.004088791,0.665118703,0.000126066,0.155705845,0.016534149,0.001751519,0.002416282,0.006167612,0.000788169,0.134578675
0.013884656,0.004785598,0.447578433,0.000159191,0.303352835,0.017452104,0.002107052,0.00293786,0.007121388,0.000973954,0.199646928
0.010280831,0.003508857,0.256780811,0.000118859,0.399165148,0.011894855,0.001642494,0.002047713,0.005501955,0.000725983,0.308332495
0.012899468,0.004438123,0.408074083,0.000147774,0.320791968,0.0159886,0.002014275,0.002650804,0.0065815,0.000905582,0.225507823
0.015140863,0.005710484,0.229991959,0.000213942,0.484252586,0.018412782,0.002695242,0.003723093,0.008498616,0.001260825,0.230099608
0.016111037,0.006302336,0.173028779,0.000248202,0.516277719,0.018688446,0.003017203,0.004000328,0.009358613,0.001439372,0.251527964
0.027764836,0.010210027,0.391205818,0.000353502,0.301044401,0.037496443,0.00440545,0.006800597,0.0146202,0.002120009,0.203978717
0.017722874,0.005992222,0.495590848,0.000192757,0.254573438,0.022569138,0.002543106,0.003628189,0.008796201,0.001192504,0.187198722
0.024819748,0.007459678,0.553678488,0.000220854,0.176825377,0.030460927,0.003233165,0.004337701,0.012028683,0.001410566,0.185524813
0.011728919,0.004731467,0.120183476,0.000198844,0.549372777,0.013190123,0.002545942,0.003139566,0.006995885,0.001134944,0.286778056
0.006249424,0.002408035,0.081481403,9.59E-05,0.583374836,0.006957918,0.001295291,0.001538642,0.003667874,0.000557679,0.312372989
0.011654954,0.004742476,0.117145276,0.000201317,0.563278216,0.013217112,0.002552998,0.003130509,0.007018501,0.001142279,0.275916362
0.013440997,0.005517183,0.138308189,0.000236644,0.486748983,0.01543727,0.003104749,0.003769087,0.008130894,0.001329119,0.323976883
0.006483338,0.002295236,0.216820017,8.11E-05,0.404531548,0.007705354,0.001147853,0.001431451,0.003507524,0.000486008,0.355510553
0.002977302,0.001092002,0.061380667,4.06E-05,0.685828688,0.003407577,0.00055547,0.000684224,0.00166915,0.000240458,0.242123824
0.004339573,0.001638394,0.074807691,6.29E-05,0.690057768,0.005003756,0.000842733,0.001033774,0.002467671,0.000367873,0.219377882
0.003529377,0.001321623,0.063034057,5.04E-05,0.729908183,0.004046148,0.000679054,0.000835548,0.002018352,0.000296307,0.194280905
0.003456262,0.001277458,0.073056514,4.78E-05,0.746275397,0.004027913,0.000634689,0.000807307,0.001941659,0.000281982,0.168193058
0.006688516,0.002474567,0.137828545,9.30E-05,0.572548547,0.007880846,0.001252668,0.001596156,0.003704958,0.000547915,0.265384321
0.007259162,0.002779932,0.114335415,0.000108726,0.59698451,0.008432852,0.00143217,0.001816669,0.004124421,0.00063326,0.262092882
0.005408656,0.001969708,0.10288564,7.26E-05,0.496941382,0.006115559,0.001014535,0.001203692,0.003017079,0.00043293,0.380938185
0.005028369,0.001859674,0.091476785,6.96E-05,0.657975083,0.005751983,0.000932239,0.001155037,0.002794756,0.000413489,0.232542964
0.01440111,0.005822424,0.137078219,0.000247209,0.438321102,0.016008128,0.003382024,0.003878387,0.008778347,0.001403899,0.370679149
0.004197333,0.001587378,0.061055677,6.17E-05,0.674885306,0.004694862,0.000829394,0.000998704,0.002427584,0.000361173,0.24890084
0.008467107,0.003361181,0.101301694,0.00013888,0.577462219,0.009610679,0.001825937,0.002249726,0.005042409,0.000794948,0.289745221
0.011305242,0.004225001,0.127870757,0.0001644,0.343726795,0.012280003,0.00243169,0.002660017,0.006822985,0.000962302,0.487550806
0.006555044,0.002395749,0.10701548,9.03E-05,0.422688954,0.007322278,0.001290749,0.001510424,0.003853343,0.00053289,0.446744816
0.005350192,0.00201053,0.071493622,7.83E-05,0.448167751,0.005850475,0.0010938,0.001250657,0.003160856,0.000458105,0.461085705
0.008501189,0.002953718,0.184365344,0.00010445,0.273109888,0.009560346,0.001574222,0.00181026,0.004708978,0.000629209,0.512682395
0.004966983,0.001890723,0.06896718,7.45E-05,0.711574345,0.005600269,0.000975704,0.001208272,0.002919454,0.000433726,0.201388881
0.013476867,0.004438207,0.329847492,0.000145356,0.231010218,0.015301498,0.002218937,0.002617863,0.007140445,0.000898387,0.392904728
0.007676431,0.002618629,0.229296697,9.03E-05,0.329045343,0.008817522,0.001304966,0.001573953,0.004140647,0.000546829,0.41488864
0.005538426,0.002039048,0.11370266,7.58E-05,0.600382483,0.006456556,0.001032541,0.001293329,0.003103893,0.000449178,0.265926102
0.01087895,0.003670535,0.434150598,0.000123126,0.24036912,0.013086529,0.00182922,0.002273091,0.00576459,0.000751662,0.287102578
0.006865,0.002569491,0.108464834,9.81E-05,0.637819049,0.007881504,0.001280689,0.001634979,0.003968303,0.000575645,0.228842376
0.011315446,0.004490933,0.125512022,0.000183097,0.58992274,0.012983076,0.002273081,0.002904234,0.006696442,0.001048098,0.242670832
0.006251939,0.002293828,0.125582164,8.56E-05,0.567720494,0.007248019,0.001172281,0.001442026,0.003522833,0.000504951,0.284175897
0.005010643,0.001800769,0.130116071,6.52E-05,0.568780497,0.005863388,0.000895606,0.001113176,0.002771346,0.000387574,0.283195776
0.00732838,0.002816496,0.091344049,0.000111071,0.667429534,0.008253781,0.001414384,0.001768675,0.004293494,0.000646101,0.214594036
0.00648509,0.002514982,0.077578652,0.000100733,0.658335663,0.007221674,0.001307915,0.001569443,0.003840134,0.000582383,0.240463331
0.004024712,0.001533456,0.056855648,6.00E-05,0.701335628,0.004517074,0.000798799,0.000954682,0.002333603,0.000349571,0.22723687
0.009657292,0.003809747,0.136070979,0.00015466,0.597731272,0.011471204,0.001990156,0.002613091,0.005629832,0.000888176,0.229983592
0.003809772,0.001396439,0.081321995,5.23E-05,0.720862059,0.004413274,0.000708251,0.000894374,0.002155753,0.000309133,0.184076639
0.014847964,0.005460436,0.296802929,0.000202527,0.391609902,0.018200237,0.00276918,0.003750752,0.008240813,0.00120151,0.256913751
0.009479644,0.003239777,0.410537265,0.000110962,0.302429669,0.01143603,0.001566747,0.002037262,0.005107691,0.000671214,0.253383738
0.007242231,0.002765448,0.117989153,0.000108254,0.621990807,0.008453308,0.001408815,0.001854399,0.004193994,0.000630277,0.233363313
0.009368795,0.003523673,0.173855237,0.00013466,0.500832917,0.011044474,0.001801055,0.00235742,0.005356454,0.000788959,0.290936356
0.00561978,0.002049787,0.126833546,7.66E-05,0.582951323,0.006531812,0.0010529,0.001344724,0.003204953,0.000452066,0.269882557
0.00525444,0.001887592,0.115123054,6.96E-05,0.500609425,0.005965855,0.00098427,0.001197117,0.002991835,0.000413676,0.365503099
0.005164729,0.001974502,0.070847929,7.82E-05,0.686787758,0.00578981,0.001020377,0.00126839,0.003025731,0.000454699,0.223587916
0.007006716,0.002720602,0.098569478,0.00010844,0.668152885,0.008108218,0.001398031,0.001792931,0.00405567,0.000628806,0.207458223
0.008906791,0.003264016,0.20137566,0.00012057,0.527191348,0.010638845,0.001619019,0.00213933,0.004912666,0.000715824,0.239115932
0.00767139,0.002836701,0.161501841,0.000105635,0.586608189,0.009083208,0.00139496,0.001839728,0.004277047,0.000624539,0.224056762
0.007424764,0.002671106,0.212548329,9.72E-05,0.478207812,0.0088265,0.001341614,0.001751579,0.004110351,0.000579923,0.28244086
0.007475308,0.002687472,0.164553717,9.70E-05,0.528733985,0.008646022,0.001303358,0.001682351,0.004119657,0.000583216,0.280117937
0.007380671,0.002584385,0.241430972,9.01E-05,0.467381533,0.008719772,0.001239618,0.001582941,0.003913681,0.000547057,0.265129309
0.012961046,0.004597701,0.341974347,0.00016091,0.323668462,0.015701154,0.002270878,0.002916461,0.006925034,0.000971654,0.287852352
0.009031701,0.003380591,0.193580701,0.000125725,0.56635001,0.011067725,0.001615713,0.002198438,0.004949068,0.000741301,0.206959028
0.008774693,0.003315768,0.156465703,0.000126667,0.588817001,0.010442771,0.00163967,0.002212561,0.004927587,0.000745638,0.222531941
0.00801662,0.003106963,0.100745263,0.000123453,0.654708295,0.009131519,0.001564852,0.001998869,0.004667361,0.000718154,0.215218651
0.009689125,0.003631359,0.157486341,0.000136644,0.575060296,0.011439452,0.001783196,0.00227481,0.005468141,0.000803724,0.232226912
0.010837785,0.004218549,0.147600194,0.000167184,0.570980896,0.01277963,0.002111071,0.002779043,0.006207792,0.000966821,0.241351034
0.00947318,0.003472599,0.19381204,0.000126846,0.53301643,0.011344676,0.001689489,0.002168758,0.00517973,0.000753508,0.238962744
0.016399443,0.006183276,0.268617254,0.000230307,0.437487684,0.020372975,0.002893089,0.00415694,0.008947454,0.001357021,0.233354557
0.008625217,0.003137818,0.205607078,0.000113262,0.538798437,0.010368767,0.001494822,0.001994805,0.00465973,0.000677183,0.224522881
0.012584679,0.004455083,0.362013171,0.000154609,0.376472404,0.015700643,0.002040344,0.002854901,0.006685867,0.000932129,0.216106171
0.010382049,0.00350383,0.734848431,0.000111363,0.123228698,0.014405187,0.001558281,0.002249958,0.00502342,0.000685739,0.104003046
0.009883189,0.00342144,0.5315374,0.000115445,0.24547298,0.012585577,0.001646013,0.002162937,0.005053494,0.000701125,0.187420399
0.011977981,0.003923238,0.738358368,0.000120735,0.11433497,0.016695511,0.00173879,0.00244966,0.005698511,0.00075246,0.103949774
0.006572251,0.002175952,0.759872485,6.92E-05,0.116548364,0.008542566,0.000975111,0.001319859,0.003180388,0.000429067,0.100314783
0.013238461,0.004360164,0.685287201,0.000134613,0.130884267,0.017797153,0.001984313,0.00265779,0.006260503,0.000840286,0.13655525
0.011371686,0.003955173,0.494101023,0.000131859,0.264172713,0.014404538,0.001809323,0.002436728,0.005696691,0.000803299,0.201116965
0.015160625,0.006095625,0.178754589,0.00024712,0.512544454,0.018250729,0.00303285,0.004174564,0.00872919,0.001414982,0.251595273
0.008150312,0.003094232,0.131184593,0.000118416,0.609969706,0.009560252,0.001528926,0.001986297,0.004540954,0.000693943,0.229172368
0.011157789,0.004225006,0.158293227,0.000160638,0.548512249,0.012969966,0.002045778,0.002687523,0.006300863,0.000941668,0.252705294
0.010637029,0.004149916,0.172754666,0.000162871,0.53615977,0.012931037,0.002138322,0.002785262,0.006038957,0.000937528,0.251304642
0.011172625,0.004040429,0.357743338,0.000143251,0.356656403,0.014074664,0.001976263,0.002618636,0.006009502,0.000850394,0.244714495
0.005200088,0.001869147,0.131837154,6.81E-05,0.455133155,0.006029294,0.000973392,0.001177616,0.002918847,0.000404056,0.39438917
0.010383619,0.003549593,0.441123999,0.000119487,0.242759411,0.012679363,0.001757303,0.002228557,0.00543749,0.000725678,0.279235501
0.00596179,0.00227986,0.093538321,8.83E-05,0.636899375,0.006898572,0.001172819,0.001452763,0.003380143,0.000514674,0.247813339
0.009293867,0.003367329,0.193544486,0.000122468,0.343672727,0.010832421,0.001791876,0.002136236,0.005155653,0.000728751,0.429354186
0.019808422,0.006555169,0.494905554,0.000208516,0.202229723,0.024981646,0.003108367,0.004050919,0.009775836,0.001292588,0.23308326
0.023104359,0.009076772,0.348536713,0.000349027,0.336400018,0.030992976,0.004452072,0.006990403,0.012940791,0.002021889,0.22513498
0.023786009,0.009138782,0.380883092,0.000340673,0.311860458,0.03237827,0.004402021,0.006942473,0.013136428,0.001991991,0.215139802
0.018491939,0.006505185,0.569321868,0.000217627,0.195295811,0.025914092,0.003084743,0.004590699,0.009489992,0.001321256,0.165766788
0.015724555,0.005832765,0.385525846,0.000213291,0.319597871,0.020476073,0.002917575,0.004195614,0.008556176,0.001255593,0.235704643
0.013143577,0.004858843,0.380632931,0.000177074,0.348684254,0.016956677,0.002385303,0.003385876,0.00711096,0.001045146,0.221619359
0.010061111,0.003620835,0.384363657,0.000128075,0.374396703,0.012783707,0.001737021,0.002387528,0.005348435,0.000766508,0.20440642
0.010646882,0.00363202,0.633226702,0.00012023,0.179539055,0.013880862,0.001708967,0.002356436,0.00539401,0.00073692,0.148757915
0.010847357,0.003883489,0.454592063,0.000136014,0.311154664,0.014010284,0.001846359,0.002620832,0.005662387,0.000818679,0.194427873
