C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11
0.023972818,0.009075902,0.364247539,0.000337915,0.321965085,0.031493329,0.004313958,0.006794689,0.013118561,0.001993595,0.222686608
0.012194882,0.004713621,0.158253668,0.000186929,0.550831912,0.014205518,0.002351854,0.003179332,0.007053132,0.001088759,0.245940393
0.026437902,0.011433831,0.198446017,0.000508679,0.441291181,0.03162775,0.005813899,0.008139517,0.016004169,0.002826335,0.257470721
0.011940857,0.004683326,0.150596933,0.00018657,0.577271657,0.014062738,0.002310709,0.003108935,0.006928051,0.001080818,0.227829405
0.008786528,0.003282746,0.176242057,0.000122678,0.580214144,0.010591097,0.001601058,0.002140139,0.0048956,0.000724879,0.211399072
0.0097968,0.00353738,0.256264182,0.000127181,0.493800375,0.011993292,0.001681496,0.002277648,0.005264397,0.000760871,0.214496379
0.011456735,0.00436129,0.169857425,0.000167098,0.566505232,0.013599015,0.002099663,0.002835683,0.006431651,0.000981414,0.221704796
0.019959741,0.008329119,0.160517879,0.000362667,0.497880452,0.022736297,0.0042746,0.005617622,0.012163469,0.00204393,0.266114223
0.012314513,0.004254371,0.40915581,0.000145704,0.312699562,0.015219532,0.002057552,0.002649715,0.006468867,0.000882754,0.23415162
0.079783107,0.025621429,0.356787214,0.000720949,0.165158418,0.122752204,0.011809746,0.018249132,0.03803994,0.00465208,0.176425782
0.016121479,0.005563219,0.488901339,0.000187125,0.258569286,0.020631351,0.002514454,0.003621163,0.008195739,0.001144133,0.194550712
0.029509598,0.009294698,0.386853505,0.000283116,0.207577303,0.033715681,0.004427708,0.00514494,0.014480845,0.001782122,0.306930482
0.017135078,0.005638883,0.440754255,0.00018548,0.238876754,0.020732082,0.002724364,0.003519194,0.009021154,0.001139944,0.260272811
0.007549297,0.002796751,0.105800428,0.000106582,0.563974344,0.008417867,0.001419016,0.001743854,0.00436662,0.000626501,0.303198742
0.012301252,0.004225691,0.329183119,0.000142216,0.327101964,0.014565,0.002022079,0.002497873,0.006567121,0.000866474,0.30052721
0.026614295,0.00859181,0.522609522,0.000261121,0.179314198,0.034901327,0.00404393,0.005164001,0.013229143,0.001631743,0.203638911
0.008360607,0.003140162,0.128484234,0.000118489,0.604246339,0.009681162,0.00155849,0.001944844,0.004745865,0.000697602,0.237022206
0.013054324,0.004568043,0.240709679,0.000158159,0.292071553,0.0150182,0.002322745,0.002718088,0.007018026,0.000958693,0.421402491
0.010226261,0.003560478,0.26901332,0.000121619,0.338363662,0.012065373,0.001756613,0.002088973,0.005352979,0.000740127,0.356710596
0.015935923,0.005717565,0.262262422,0.000204243,0.317559613,0.018588679,0.003042488,0.003582631,0.009047836,0.001221043,0.362837556
0.00804567,0.003039318,0.136275324,0.00011494,0.57798531,0.009438471,0.001536363,0.001914716,0.004512629,0.000676463,0.256460796
0.010163552,0.003604616,0.27473353,0.000126513,0.42536281,0.012199725,0.001703205,0.002287064,0.005473474,0.000763331,0.26358218
0.012854985,0.004537579,0.443777934,0.000157257,0.290360732,0.016455948,0.002194113,0.002992884,0.006627803,0.000948937,0.219091829
0.015346277,0.006138021,0.187901476,0.00024765,0.493118294,0.018546944,0.003091031,0.004230222,0.008809803,0.001417388,0.261152894
0.014321861,0.005581067,0.227597073,0.000221862,0.427525275,0.017625702,0.003042868,0.003994736,0.0083617,0.001272381,0.290455476
0.00989198,0.003938186,0.140161289,0.000161402,0.566841965,0.011799361,0.002094272,0.002741601,0.005753402,0.000921798,0.255694743
0.010159457,0.003731317,0.278648647,0.00013744,0.396848452,0.012510275,0.001926864,0.00252971,0.005537828,0.000814833,0.287155178
0.016634603,0.006017138,0.404318032,0.00021596,0.277581827,0.021148245,0.003121844,0.004233824,0.009095959,0.001287826,0.256344742
0.009336257,0.003507847,0.158829294,0.000133517,0.43353968,0.010891807,0.001884996,0.002282985,0.005260966,0.00078534,0.37354731
0.008702273,0.003208609,0.160318848,0.000121387,0.446189861,0.010057973,0.001722161,0.002118836,0.004940557,0.000718393,0.361901101
0.045818071,0.016486333,0.417950088,0.000541624,0.205649222,0.066857827,0.007804778,0.012528373,0.022549384,0.003325048,0.200489253
0.013748599,0.004879405,0.311319761,0.000172965,0.332513133,0.016424026,0.002411998,0.003176043,0.007329421,0.001043866,0.306980782
0.007601237,0.002784614,0.118847366,0.000103267,0.566413478,0.008513393,0.001403073,0.001681572,0.00427614,0.000612972,0.287762887
0.013977163,0.005132549,0.252670116,0.000187773,0.442566022,0.016690921,0.002464863,0.003353659,0.007593273,0.001122479,0.254241181
0.016908723,0.005841426,0.465796667,0.000196988,0.246490442,0.021174799,0.00285491,0.003764626,0.008661338,0.001203211,0.227106871
0.013834013,0.004851448,0.286863383,0.000169677,0.28638438,0.016215857,0.002546219,0.003052348,0.007505684,0.001019897,0.377557095
0.007007833,0.00254589,0.109780212,9.49E-05,0.350371586,0.007732538,0.001365326,0.001590024,0.004047346,0.000561485,0.514902878
0.029166496,0.012800374,0.171568558,0.000599165,0.429927395,0.03213622,0.006834762,0.008602691,0.0185613,0.003303735,0.286499304
0.023503452,0.009937499,0.160539893,0.000442901,0.466358055,0.025952268,0.005219774,0.00656634,0.014709102,0.002486642,0.284284073
0.012640765,0.004326251,0.17207083,0.000148498,0.369702333,0.013397466,0.002053655,0.002394412,0.007123855,0.000907085,0.41523485
0.01496197,0.005243098,0.201201286,0.000183401,0.447320309,0.01659598,0.002403739,0.002970617,0.0082879,0.001109675,0.299722025
0.0194572,0.006163038,0.295338056,0.000194887,0.272377979,0.020871947,0.002878272,0.003258691,0.010329754,0.001221165,0.36790901
0.016134793,0.005446598,0.286995963,0.000181356,0.357303805,0.018449956,0.002473756,0.003089722,0.008582904,0.001110262,0.300230885
0.019272022,0.006107582,0.375583251,0.000192438,0.232214352,0.021875492,0.002891278,0.003425127,0.009988709,0.001197499,0.32725225
0.035001538,0.010040522,0.459683003,0.000280129,0.186664604,0.040494158,0.004307188,0.005195129,0.016137227,0.001822104,0.240374397
0.014261365,0.005254277,0.179290027,0.000191625,0.486112283,0.016251588,0.002475028,0.003063489,0.007941192,0.001142315,0.284016811
0.018831803,0.006323916,0.527341719,0.000200499,0.214411528,0.024477525,0.002765755,0.003865699,0.009359436,0.001234268,0.191187853
0.053026639,0.017719928,0.433741996,0.000518871,0.180244138,0.081984988,0.00774431,0.011975271,0.025448971,0.003250597,0.184344292
0.029158677,0.009718913,0.436900512,0.000306639,0.218717495,0.036545167,0.00463003,0.00581293,0.015177684,0.00188424,0.241147715
0.045641328,0.015190746,0.356227966,0.000467288,0.238287372,0.055602594,0.006843006,0.0080789,0.022765089,0.002908532,0.247987179
0.02073088,0.006864738,0.290827698,0.000226833,0.322495134,0.022833408,0.003105222,0.003879052,0.011000166,0.001401045,0.316635823
0.035463867,0.011426591,0.476510919,0.000341937,0.203207738,0.046129377,0.004680311,0.006880048,0.016471722,0.002168758,0.196718732
0.02788069,0.008934934,0.328383057,0.000278852,0.292543077,0.030394358,0.003724826,0.004735882,0.014086539,0.001757165,0.28728062
0.168069542,0.109046087,0.090863511,0.002714204,0.076291018,0.12183248,0.108885536,0.037425907,0.176985781,0.021738449,0.086147486
0.09825508,0.097299331,0.067988626,0.006145395,0.061039259,0.085804937,0.305468428,0.056864092,0.113594495,0.041959766,0.06558059
0.041979658,0.012824005,0.321642433,0.000387972,0.220066551,0.043800199,0.00667207,0.006744969,0.022412693,0.002451699,0.321017751
0.023481876,0.008041449,0.190959547,0.000276147,0.253323122,0.023396169,0.004315616,0.004370535,0.013503332,0.001684942,0.476647265
0.025460855,0.008801057,0.207989169,0.000308083,0.261413123,0.026056935,0.00476779,0.004983328,0.015047978,0.001857342,0.44331434
0.024500452,0.008823476,0.171542,0.000328493,0.287737319,0.024317027,0.005030445,0.005055659,0.015331075,0.001953511,0.455380543
0.016264322,0.006412271,0.116278682,0.000265675,0.42115737,0.016496229,0.003500562,0.003792159,0.010288896,0.00152969,0.404014145
0.031858996,0.012227032,0.186974128,0.000483202,0.299012452,0.032225092,0.007366909,0.007318374,0.020228785,0.002812919,0.399492111
0.02599375,0.009635159,0.142908308,0.00036833,0.289756798,0.024147178,0.005497871,0.005144515,0.016509686,0.002208605,0.477829799
0.043596033,0.014177628,0.207333977,0.000455095,0.237568197,0.038636118,0.007502485,0.006763883,0.024905491,0.002898156,0.416162935
0.022732947,0.007623268,0.175014146,0.000255973,0.246467081,0.02195142,0.003948575,0.003941723,0.012635556,0.001595006,0.503834305
0.028264819,0.009609274,0.175893972,0.00033011,0.25028838,0.026279923,0.005168762,0.004969768,0.016711085,0.002039215,0.480444691
0.037561451,0.012235731,0.226048998,0.000400534,0.232372441,0.035571382,0.006702257,0.0064325,0.021372802,0.002513144,0.41878876
0.074463239,0.021726945,0.258796871,0.000613741,0.205035622,0.064587274,0.011021737,0.009699404,0.039503054,0.004038207,0.310513905
0.072821427,0.02281131,0.217009673,0.000689342,0.220598397,0.058334402,0.01200566,0.009947759,0.043439738,0.004504542,0.33783775
0.019752147,0.007330992,0.139121745,0.000275182,0.314003526,0.019562286,0.003912336,0.004016992,0.01164571,0.001656048,0.478723034
0.022327302,0.00787203,0.152995817,0.000281309,0.26152339,0.021402413,0.004281956,0.00419631,0.013330643,0.001714588,0.510074241
0.021681466,0.008881382,0.131469611,0.000393131,0.396425048,0.021814747,0.005289194,0.005439142,0.014527516,0.002221702,0.391857063
0.011656873,0.004096139,0.101987197,0.000149606,0.261548851,0.011419958,0.002229839,0.002247826,0.007112252,0.000899568,0.59665189
0.014006061,0.005481721,0.106904097,0.00022644,0.378034557,0.014223218,0.003114836,0.003308309,0.008880376,0.001309115,0.46451127
0.016067947,0.006145573,0.11217488,0.000246836,0.351394777,0.015779924,0.003418813,0.003537061,0.010186914,0.001445721,0.479601555
0.010840454,0.003936799,0.09178454,0.000148757,0.311483268,0.010687592,0.002129658,0.002201923,0.006665155,0.000889595,0.559232259
0.015986194,0.005521697,0.141653279,0.000193462,0.255675636,0.015725297,0.002996634,0.002972697,0.009427322,0.001184604,0.548663178
0.064098125,0.023535645,0.219876366,0.000853453,0.229666306,0.059249882,0.016520745,0.012989992,0.042555439,0.005228287,0.325425762
0.032129331,0.012273843,0.160029586,0.000500902,0.315467682,0.030159046,0.007428591,0.006988345,0.022492116,0.002923243,0.409607315
0.05586378,0.02229614,0.192531344,0.000932216,0.259795461,0.051280023,0.016367962,0.012824779,0.041541713,0.005436025,0.341130557
0.048436091,0.018832871,0.186898762,0.000768118,0.270184952,0.044533124,0.01289838,0.010662101,0.035035364,0.004514026,0.36723621
0.029029044,0.010346226,0.180251818,0.000385721,0.284070198,0.027979968,0.006266463,0.005885415,0.018988442,0.002319552,0.434477152
0.077257789,0.033034752,0.192829518,0.001465617,0.236300264,0.069781571,0.026215707,0.019016848,0.062712257,0.008519799,0.272865879
0.059707797,0.022126387,0.215009238,0.000808748,0.238672072,0.055562477,0.014519435,0.012197072,0.038030281,0.004922877,0.338443618
0.127397111,0.048074743,0.185882402,0.001531464,0.163682012,0.103117675,0.038411112,0.023044136,0.092708321,0.009976547,0.206174477
0.055594022,0.020694291,0.22035607,0.000738108,0.242569934,0.053067059,0.012421898,0.011121502,0.033179596,0.004531931,0.34572559
0.041069583,0.015813083,0.172449314,0.000628018,0.273264805,0.037406342,0.009919246,0.008599508,0.02767719,0.00372389,0.409449022
0.084408033,0.025454219,0.217615089,0.000746446,0.213430676,0.06474447,0.013847866,0.010649479,0.051689207,0.00495823,0.312456285
0.100050873,0.031126457,0.291619867,0.000798759,0.185786794,0.129179143,0.011578215,0.014347784,0.039800019,0.005449377,0.190262712
0.042611901,0.014055923,0.233961408,0.000447668,0.293781076,0.040910924,0.006102575,0.006664023,0.022261556,0.002870618,0.336332328
0.169742025,0.040897169,0.201751693,0.000911461,0.159640694,0.113045571,0.015605229,0.013431415,0.083237267,0.006613311,0.195124166
0.13022627,0.036721124,0.204687097,0.000991301,0.182643837,0.092482073,0.017591532,0.014570278,0.090403226,0.006836328,0.222846934
0.109880478,0.05229816,0.194429985,0.001609709,0.12639132,0.22764583,0.021039949,0.076118731,0.057962945,0.010125281,0.122497612
0.095858519,0.065256215,0.110143734,0.002608954,0.085160419,0.156600521,0.029130271,0.293482805,0.062324689,0.015984644,0.083449228
0.062868519,0.021862741,0.411457339,0.000637141,0.169291744,0.117130545,0.008882511,0.01716967,0.028752707,0.00402506,0.157922024
0.025794741,0.009433147,0.505466219,0.000317173,0.225620986,0.038272135,0.004110014,0.00667488,0.012799738,0.001916656,0.169594311
0.017733991,0.006203675,0.568951158,0.000207128,0.200413577,0.024438708,0.002833465,0.004357685,0.008899052,0.001266541,0.164695019
0.048033159,0.017777195,0.385371136,0.000609205,0.227703623,0.068891154,0.008111746,0.014375601,0.024778553,0.003724763,0.200623866
0.110107039,0.044940162,0.235507016,0.001365355,0.152770849,0.181480234,0.018371414,0.043112897,0.055400777,0.00886923,0.148075028
0.117127772,0.071639356,0.134366088,0.002476965,0.100024631,0.196280514,0.031108352,0.161399557,0.071066175,0.015852324,0.098658265
0.111011847,0.048007089,0.212876535,0.001392563,0.131187426,0.229169619,0.019208909,0.056199304,0.054363488,0.008991585,0.127591634
0.062966377,0.021245452,0.403443507,0.000629001,0.180270944,0.100151233,0.009045796,0.015575963,0.029070391,0.004001804,0.173599532
0.105416841,0.08057141,0.097391462,0.002538238,0.07288258,0.197985999,0.032296317,0.257438952,0.06423071,0.01667189,0.072575602
0.098743123,0.035839949,0.271515537,0.000909502,0.134696133,0.237849845,0.013159079,0.026879122,0.040791163,0.0059641,0.133652448
0.120865232,0.045546593,0.190868637,0.001052001,0.106981565,0.319338849,0.015147434,0.035094026,0.051305876,0.007076724,0.106723065
0.072217152,0.022123914,0.408476467,0.000570491,0.15445133,0.13766417,0.008224675,0.013675935,0.029768856,0.003729089,0.149097922
0.02512121,0.009783444,0.327685512,0.000367463,0.307753938,0.032489971,0.005061818,0.006822145,0.013461701,0.002150582,0.269302215
0.009841241,0.003803928,0.183010382,0.000147472,0.547051416,0.012082629,0.001902243,0.002595103,0.005464432,0.000857558,0.233243595
0.017339814,0.006334843,0.486539697,0.000220702,0.252810078,0.023707784,0.003007673,0.004431705,0.008816987,0.001322904,0.195467813
0.026683296,0.009663562,0.456054845,0.000326757,0.251406794,0.03700554,0.00426582,0.006687232,0.013049603,0.001999044,0.192857507
0.072861381,0.027097712,0.340414152,0.000851042,0.178110652,0.118983956,0.013177215,0.024168649,0.03711403,0.005286941,0.18193427
0.12364255,0.065692948,0.150339885,0.001816118,0.101710903,0.27531306,0.023117943,0.085435076,0.061506206,0.011971275,0.099454036
0.129651747,0.069710805,0.158520429,0.002064388,0.112514488,0.2389993,0.026042748,0.070820335,0.067928299,0.013353078,0.110394383
0.12321515,0.061584148,0.166583838,0.001735411,0.11245665,0.258652221,0.021090329,0.074321421,0.06027605,0.011499348,0.108585433
0.116249564,0.062318468,0.166268983,0.001734191,0.11236982,0.28109362,0.020773234,0.064962135,0.055347682,0.011166042,0.107716261
0.036412787,0.035884069,0.032389516,0.002003487,0.026819798,0.051687823,0.017905001,0.73069075,0.027880781,0.011642135,0.026683854
0.045314308,0.045756199,0.041615512,0.003791685,0.035863922,0.058857059,0.027486732,0.648832431,0.037355885,0.019491876,0.035634391
0.040115942,0.034652623,0.038126186,0.001797457,0.031304326,0.05680612,0.018141624,0.707082464,0.030162188,0.010665717,0.031145352
0.054621223,0.055013519,0.049527568,0.00498076,0.043014505,0.068262507,0.036038774,0.574144238,0.046261952,0.025205555,0.042929398
0.060722631,0.063173712,0.055488071,0.006684992,0.048689512,0.076010922,0.0389151,0.519119038,0.051511181,0.031419238,0.048265604
0.014303914,0.014098955,0.012559836,0.000875844,0.010523583,0.019317247,0.007528985,0.893894258,0.011346283,0.005072687,0.010478408
0.116219509,0.070272951,0.132224304,0.002146817,0.094241182,0.239504341,0.025974792,0.14983449,0.063847234,0.013983482,0.0917509
0.109712617,0.072573119,0.111892643,0.002291992,0.082689967,0.199494959,0.027876433,0.231369218,0.065245038,0.015241264,0.08161275
0.040443405,0.038300974,0.033962369,0.001705299,0.027372297,0.060395301,0.016402824,0.714159742,0.029223723,0.010872345,0.027161722
0.032294869,0.030868592,0.027132491,0.001332363,0.021733888,0.049307679,0.013563009,0.770407118,0.023232233,0.008475279,0.021652479
0.065662455,0.069656761,0.058417075,0.005961395,0.050513201,0.084888018,0.040059357,0.489736298,0.054576527,0.030327186,0.050201727
0.053467575,0.056250203,0.044983111,0.003044784,0.037187555,0.077202885,0.024779202,0.607899159,0.040259624,0.018090633,0.036835268
0.109821709,0.063076579,0.152647124,0.002224063,0.111762692,0.196432235,0.02670842,0.149468719,0.065629606,0.013777818,0.108451035
0.121961341,0.064410043,0.150672984,0.00187913,0.104530664,0.237122294,0.024357079,0.112882222,0.067271439,0.01242386,0.102488946
0.051007715,0.051934895,0.043346245,0.003577306,0.036784614,0.06600591,0.027340729,0.620894437,0.041845235,0.020662506,0.036600407
0.022650382,0.022568731,0.019266569,0.00131756,0.016076227,0.030485412,0.011838341,0.833475145,0.018453736,0.007797946,0.016069952
0.116503271,0.066055361,0.142104173,0.002011258,0.100117779,0.229120655,0.025917282,0.140678129,0.066018584,0.013036279,0.098437229
0.088529786,0.066835215,0.07998764,0.002325075,0.061295669,0.143175733,0.028275327,0.393830247,0.059271668,0.015322639,0.061151001
0.092040611,0.087007529,0.083961618,0.007325756,0.07394857,0.108604688,0.053538301,0.301681927,0.077711115,0.0404508,0.073729084
0.088402997,0.074146359,0.078931175,0.003691304,0.065187005,0.114351444,0.041581946,0.376081723,0.068837119,0.023080045,0.065708882
0.119245461,0.066832115,0.144472544,0.003174822,0.134542762,0.11099136,0.10015014,0.043018362,0.109012773,0.018707953,0.149851707
0.130667727,0.070393976,0.134694384,0.002837951,0.11819696,0.117069507,0.104597011,0.043919475,0.126157891,0.017946469,0.133518647
0.112154823,0.071332998,0.143592071,0.004242403,0.137016473,0.110052407,0.100294063,0.054072991,0.094744722,0.022698262,0.149798788
0.126404653,0.05399866,0.180628693,0.001849357,0.160181768,0.112162499,0.04465181,0.0280641,0.088273259,0.011758629,0.19202657
0.097709532,0.088668424,0.094376136,0.013839882,0.091578477,0.093384524,0.197338902,0.075142743,0.09943827,0.053011497,0.095511613
0.125401428,0.075695309,0.131137232,0.00361677,0.120505455,0.11315816,0.109056956,0.048519153,0.117180335,0.021490697,0.134238506
0.096165493,0.083274998,0.087359882,0.008763935,0.083375594,0.088967716,0.257168931,0.061594976,0.103910644,0.041490569,0.087927261
0.150955825,0.095119427,0.075268393,0.002639597,0.066911068,0.096248303,0.061824198,0.029463367,0.326735305,0.021449109,0.07338541
0.138556327,0.047770799,0.170976275,0.001483881,0.156060084,0.102851662,0.030030953,0.021577644,0.137332852,0.009744087,0.183615435
0.16368076,0.068950883,0.09736433,0.001801702,0.087986324,0.097082799,0.0342363,0.022144397,0.315581376,0.013458638,0.097712491
0.192196581,0.061891115,0.073561363,0.001149167,0.060965846,0.092513313,0.024234771,0.01600001,0.399713326,0.009112254,0.068662255
0.208549857,0.057971268,0.136192971,0.001279133,0.110319886,0.128285319,0.026657204,0.019451551,0.176040835,0.009623408,0.125628568
0.155598087,0.102789381,0.076524302,0.002586576,0.066494723,0.107833594,0.038553948,0.03352934,0.324704853,0.020339027,0.071046169
0.148551986,0.101441682,0.090216309,0.003660901,0.082491741,0.10885946,0.052116934,0.039182891,0.258826725,0.027003078,0.087648292
0.241590544,0.079741859,0.063368901,0.001127371,0.05250241,0.097744687,0.018891867,0.015023907,0.362492044,0.009863467,0.057652944
0.252455599,0.082371531,0.067756794,0.001213126,0.056487135,0.09693169,0.022302092,0.016018592,0.330332138,0.010766019,0.063365284
0.135341395,0.153018299,0.057008741,0.003795374,0.050728539,0.085394605,0.070294506,0.032889663,0.316693303,0.040474101,0.054361474
0.140706249,0.174397375,0.067603506,0.005168591,0.060967036,0.096681746,0.080498225,0.038951128,0.21699087,0.053322457,0.064712817
0.118404141,0.149158722,0.072697424,0.011607706,0.068449371,0.092090218,0.099182101,0.049531815,0.160666048,0.106793528,0.071418925
0.085899046,0.089055661,0.081331602,0.13643998,0.080739244,0.084131524,0.090054835,0.082501623,0.088930757,0.099794804,0.081120924
0.147232597,0.098253893,0.052384937,0.001767025,0.043596146,0.088582909,0.04775403,0.025770473,0.431134864,0.015869933,0.047653193
0.14611742,0.076185142,0.065361966,0.001797744,0.057840649,0.081542411,0.037550004,0.021015788,0.433757055,0.014733267,0.064098554
0.221015641,0.065999347,0.069845186,0.001094404,0.05506683,0.106769406,0.024306167,0.017962646,0.367275881,0.00918412,0.061480372
0.151528812,0.069558246,0.052966919,0.001238444,0.045148294,0.076533093,0.022485222,0.016012317,0.504526573,0.010638487,0.049363593
0.127851041,0.200785137,0.055132971,0.005146537,0.049490385,0.085840105,0.086508513,0.034743599,0.227691543,0.074440768,0.052369401
0.123630195,0.143184374,0.066595677,0.007452612,0.061665277,0.089793565,0.087800881,0.044039067,0.238441109,0.072588978,0.064808265
0.142109138,0.084812037,0.056819487,0.001786015,0.050759242,0.075055952,0.034701856,0.018735665,0.463888616,0.016008028,0.055323964
0.268432644,0.125745206,0.072942223,0.001590688,0.060743512,0.116653353,0.033446626,0.019939842,0.217955624,0.015473604,0.067076677
0.331537295,0.076004305,0.07752211,0.001045035,0.062284079,0.11067873,0.021265663,0.014131096,0.22501834,0.009022313,0.071491034
0.155216348,0.094363255,0.044860078,0.001297589,0.037461611,0.07969198,0.022243528,0.017481375,0.494820499,0.012045207,0.04051853
0.247525765,0.077689789,0.051669952,0.000919551,0.040614954,0.103113196,0.016131479,0.014297129,0.395621793,0.00799698,0.04441941
0.13098957,0.170727638,0.06464141,0.005999661,0.058393913,0.094646658,0.07154442,0.044733498,0.233742515,0.063268151,0.061312568
0.258342481,0.054236065,0.137388349,0.001039738,0.110588025,0.127478243,0.016677677,0.015328057,0.144302972,0.008011034,0.126607358
0.287251526,0.079805216,0.096428907,0.00124414,0.078886069,0.126243913,0.020404386,0.017258322,0.194174869,0.010329208,0.087973444
0.129342251,0.179093219,0.06750296,0.007624472,0.062336707,0.093807533,0.077498619,0.042525397,0.17876319,0.096303716,0.065201936
0.110193235,0.186565494,0.058339678,0.010064303,0.053333367,0.086314084,0.079711503,0.04546874,0.141859297,0.172775097,0.055375201
0.395111899,0.108423659,0.065998843,0.001036238,0.051030936,0.150597454,0.019032498,0.014935759,0.127721879,0.009688786,0.056422049
0.445859073,0.056908165,0.074624335,0.000742731,0.055299724,0.125954092,0.014583427,0.011573712,0.14425886,0.006225166,0.063970715
0.298459314,0.072348438,0.061798703,0.000960543,0.049984152,0.095395113,0.020285781,0.013127559,0.321966189,0.008393307,0.0572809
0.318251369,0.048705613,0.134447235,0.000792164,0.092239497,0.163904254,0.013449437,0.013710857,0.10280645,0.006163626,0.105529499
0.268712179,0.122523481,0.043596782,0.000966393,0.033184686,0.125952598,0.018742289,0.017574881,0.323591287,0.00904639,0.036109034
0.65956034,0.045535815,0.030515781,0.000377591,0.02128509,0.120183242,0.007013121,0.007270847,0.081414089,0.003362681,0.023481404
0.303453099,0.251134221,0.042963457,0.001134214,0.034176898,0.115103184,0.020136104,0.015559062,0.166819534,0.012571688,0.036948538
0.144135944,0.321756996,0.031479302,0.001344993,0.025820237,0.073729865,0.028024227,0.016752311,0.312935973,0.016323161,0.027696992
0.116466926,0.080097702,0.034998433,0.001132707,0.029480742,0.05989291,0.022940892,0.013860339,0.598513604,0.010452323,0.032163421
0.124453471,0.12059332,0.035757121,0.00141861,0.030179714,0.066346917,0.027656392,0.016462023,0.530142445,0.014405658,0.03258433
0.165858649,0.050905203,0.195681383,0.001154335,0.138741079,0.15824874,0.022678637,0.020456342,0.072892828,0.008164531,0.165218272
0.120875252,0.032486332,0.282518507,0.000756452,0.143418321,0.172769937,0.012948288,0.016953004,0.051931035,0.00509244,0.160250433
0.180896645,0.128420818,0.079121487,0.00215555,0.060237907,0.184895201,0.067918254,0.05804579,0.155598675,0.017804045,0.064905627
0.213617099,0.131222456,0.07676775,0.001500277,0.055388511,0.284025702,0.030995774,0.035421346,0.099180102,0.012566888,0.059314095
0.12805003,0.094914195,0.094533941,0.002413588,0.070714197,0.210108487,0.029541423,0.204279131,0.07625643,0.018096107,0.07109247
0.128163897,0.048629423,0.162084745,0.001077238,0.095319618,0.35574077,0.014656741,0.040782018,0.052305137,0.007549377,0.093691035
0.10577657,0.127574146,0.070935941,0.003929621,0.05673695,0.160396838,0.038914192,0.275422988,0.073892618,0.029671302,0.056748835
0.140897784,0.067348918,0.102799307,0.001211718,0.066683803,0.41365862,0.018020972,0.050764345,0.061878689,0.008878511,0.067857335
0.100298059,0.093063091,0.07830877,0.002840581,0.060656695,0.172173305,0.031059455,0.316533109,0.065115734,0.019702839,0.060248362
0.126525952,0.18046678,0.069024709,0.003547232,0.054032346,0.190448531,0.043736877,0.16299789,0.083936059,0.030378821,0.054904803
0.147110489,0.077595776,0.086519541,0.00122769,0.058152805,0.441514943,0.018457608,0.039607643,0.061271064,0.009320811,0.05922163
0.136329692,0.080125872,0.096782172,0.001481083,0.066041889,0.406206797,0.01933332,0.056798355,0.060293866,0.010869797,0.065737156
0.138463619,0.058549754,0.116216922,0.001141068,0.072846762,0.41083879,0.016140273,0.048232193,0.056189392,0.008382485,0.072998741
0.136161904,0.058203751,0.090256614,0.000978464,0.057176721,0.490942934,0.013862282,0.037549574,0.049807837,0.007418192,0.057641728
0.110968106,0.032236084,0.085750812,0.000524017,0.048362637,0.614383949,0.007692726,0.014868098,0.032275438,0.003921965,0.049016168
0.178940972,0.117238901,0.064769963,0.001270589,0.045621679,0.404457707,0.017864511,0.042936012,0.069138587,0.011258868,0.04650221
0.139700008,0.069606888,0.068344563,0.000957254,0.045091854,0.520768375,0.014370549,0.037787599,0.049693606,0.007791098,0.045888206
0.146976965,0.046671361,0.095670716,0.000760615,0.057788508,0.5067193,0.010847808,0.022484941,0.047829336,0.005686655,0.058563794
0.105712724,0.118930103,0.075054938,0.006766374,0.063941405,0.118862197,0.069486595,0.236207354,0.089065349,0.050703498,0.065269462
0.390951774,0.063101702,0.086330467,0.000794798,0.061721319,0.198260461,0.013173557,0.01322623,0.098724691,0.006625271,0.06708973
0.371216874,0.059532422,0.102331248,0.000819414,0.071930803,0.195428164,0.013078634,0.014122375,0.086340969,0.006866749,0.078332348
0.209536303,0.256853122,0.056693572,0.001497632,0.042746283,0.242565678,0.020590413,0.030523127,0.079296915,0.015575764,0.044121191
0.122366378,0.370566192,0.050834563,0.003909906,0.042335842,0.118296797,0.04043906,0.054334617,0.095269229,0.058190985,0.04345643
0.218450055,0.062960158,0.108597255,0.000893711,0.071799491,0.368701378,0.012650468,0.017676379,0.057616053,0.007082076,0.073572975
0.262499293,0.119922604,0.063913563,0.000977872,0.045153168,0.350878066,0.014944627,0.01953995,0.066007536,0.008869317,0.047294005
0.273688114,0.113526911,0.065983313,0.000981646,0.046834216,0.340420926,0.014859277,0.019311493,0.066662507,0.008954364,0.048777234
0.229026117,0.130508456,0.101535019,0.001829612,0.079930734,0.216545319,0.026173668,0.027243582,0.087347721,0.01615346,0.083706312
0.028988955,0.010686709,0.242402062,0.000374375,0.379739291,0.032931569,0.00462733,0.005934712,0.015221603,0.002286285,0.276807109
0.111271772,0.02987723,0.29544796,0.000652216,0.128438431,0.234227976,0.009825306,0.015148014,0.037519115,0.004480284,0.133111698
0.146758811,0.040527498,0.077636,0.000573069,0.046550366,0.575066191,0.008957276,0.01455054,0.03627243,0.004461562,0.048646257
0.205336317,0.053169363,0.090527627,0.000782744,0.05490211,0.425580064,0.015091432,0.024146632,0.064461927,0.006062172,0.059939612
